	Species	Microbiome	ID	Nutrition	Nutrition2	Subsample	Experiment	Cell_type	Diameter	Percentage
332	SI7820	SynCom	141	6.7mM	6.7	1	1	Endodermis	2.189695	3.669418833
333	SI7820	SynCom	142	6.7mM	6.7	2	1	Endodermis	4.40901	6.499274065
334	SI7820	SynCom	143	6.7mM	6.7	3	1	Endodermis	3.466697143	5.070048885
335	SI7820	SynCom	143.2	6.7mM	6.7	4	1	Endodermis	3.902581429	6.189698777
336	SI7820	SynCom	144	6.7mM	6.7	5	1	Endodermis	3.445278571	2.995918624
337	SP9509	SynCom	145	6.7mM	6.7	1	1	Endodermis	3.296135714	4.941808722
338	SP9509	SynCom	146	6.7mM	6.7	2	1	Endodermis	3.087744286	3.600751558
339	SP9509	SynCom	147	6.7mM	6.7	3	1	Endodermis	3.469124048	4.990689973
340	SP9509	SynCom	148	6.7mM	6.7	4	1	Endodermis	3.2333125	5.519898712
341	LP8539	SynCom	149	6.7mM	6.7	1	1	Endodermis	4.795847778	4.542558923
342	LP8539	SynCom	150	6.7mM	6.7	2	1	Endodermis	4.496166667	7.307774379
343	LP8539	SynCom	151	6.7mM	6.7	3	1	Endodermis	4.460457273	5.46135369
344	LP8539	SynCom	152	6.7mM	6.7	4	1	Endodermis	3.886166364	4.866600627
345	LA7339	SynCom	153	6.7mM	6.7	1	1	Endodermis	6.004298462	8.254148714
346	LA7339	SynCom	154	6.7mM	6.7	2	1	Endodermis	3.984051111	4.651895533
347	LA7339	SynCom	155	6.7mM	6.7	3	1	Endodermis	3.382311429	4.118572811
348	LP0049	SynCom	161	6.7mM	6.7	1	1	Endodermis	3.962446667	7.158137219
349	LP0049	SynCom	162	6.7mM	6.7	2	1	Endodermis	4.044216	5.624672763
350	LP0049	SynCom	164	6.7mM	6.7	3	1	Endodermis	3.863715444	5.980357619
351	LJ9250	SynCom	165	6.7mM	6.7	1	1	Endodermis	4.14007625	6.174926713
352	LJ9250	SynCom	165.5	6.7mM	6.7	2	1	Endodermis	2.1573295	2.694769235
353	LJ9250	SynCom	166	6.7mM	6.7	3	1	Endodermis	3.89866625	4.390401341
354	LJ9250	SynCom	167	6.7mM	6.7	4	1	Endodermis	4.507381111	5.089726914
355	LJ9250	SynCom	168	6.7mM	6.7	5	1	Endodermis	3.4411	4.833120949
356	SI7820	NB	176	0.67mM	0.67	1	1	Endodermis	3.86816125	4.841409703
357	SI7820	NB	177	0.67mM	0.67	2	1	Endodermis	2.743186667	2.53327159
358	SI7820	NB	178	0.67mM	0.67	3	1	Endodermis	4.579425714	5.282262406
359	SP9509	NB	180	0.67mM	0.67	1	1	Endodermis	3.690065714	5.413214125
360	SP9509	NB	181	0.67mM	0.67	2	1	Endodermis	3.204465714	4.805289326
361	SP9509	NB	182	0.67mM	0.67	3	1	Endodermis	3.508613016	5.320565773
362	LP8539	NB	184	0.67mM	0.67	1	1	Endodermis	4.586406818	5.882356924
363	LP8539	NB	185	0.67mM	0.67	2	1	Endodermis	4.866190909	6.310705865
364	LP8539	NB	186	0.67mM	0.67	3	1	Endodermis	3.38847625	5.250883317
365	LA7339	NB	188	0.67mM	0.67	1	1	Endodermis	4.251888571	6.922023515
366	LA7339	NB	189	0.67mM	0.67	2	1	Endodermis	3.65018325	5.765726535
367	LA7339	NB	190	0.67mM	0.67	3	1	Endodermis	3.300171429	5.764866361
368	LA7339	NB	191	0.67mM	0.67	4	1	Endodermis	4.256427778	5.860944964
369	LP0049	NB	196	0.67mM	0.67	1	1	Endodermis	4.483658	5.51163866
370	LP0049	NB	197	0.67mM	0.67	2	1	Endodermis	3.956885556	6.108222468
371	LP0049	NB	198	0.67mM	0.67	3	1	Endodermis	4.347963333	6.64775993
372	LP0049	NB	199	0.67mM	0.67	4	1	Endodermis	5.409744	9.527468151
373	LJ9250	NB	201	0.67mM	0.67	1	1	Endodermis	3.918034306	3.645838742
374	LJ9250	NB	203	0.67mM	0.67	2	1	Endodermis	4.018902083	6.336726264
375	SI7820	SynCom	211	0.67mM	0.67	1	1	Endodermis	3.748784286	4.909146013
376	SI7820	SynCom	212	0.67mM	0.67	2	1	Endodermis	3.688831429	5.680308923
377	SI7820	SynCom	213	0.67mM	0.67	3	1	Endodermis	2.892863333	4.282674425
378	SI7820	SynCom	213.5	0.67mM	0.67	4	1	Endodermis	3.981237143	5.151519256
379	SI7820	SynCom	214	0.67mM	0.67	5	1	Endodermis	6.686120556	7.963236814
380	SP9509	SynCom	215	0.67mM	0.67	1	1	Endodermis	3.561518333	4.824192062
381	SP9509	SynCom	216	0.67mM	0.67	2	1	Endodermis	3.660952679	5.407579235
382	SP9509	SynCom	216.5	0.67mM	0.67	3	1	Endodermis	3.845528571	4.909132705
383	SP9509	SynCom	217	0.67mM	0.67	4	1	Endodermis	3.34423	4.388062979
384	SP9509	SynCom	218	0.67mM	0.67	5	1	Endodermis	3.25580875	4.025269682
385	LP8539	SynCom	221	0.67mM	0.67	1	1	Endodermis	3.965815417	5.925356869
386	LP8539	SynCom	222	0.67mM	0.67	2	1	Endodermis	5.322396	6.628424431
387	LP0049	SynCom	231	0.67mM	0.67	1	1	Endodermis	3.69072375	6.462501482
388	LP0049	SynCom	232	0.67mM	0.67	2	1	Endodermis	4.447629	7.124927251
389	LP0049	SynCom	233	0.67mM	0.67	3	1	Endodermis	3.338777143	6.212134307
390	LP0049	SynCom	234	0.67mM	0.67	4	1	Endodermis	3.86534875	5.570183789
391	LJ9250	SynCom	235	0.67mM	0.67	1	1	Endodermis	3.574825556	5.769314167
392	LJ9250	SynCom	236	0.67mM	0.67	2	1	Endodermis	3.925284167	5.724514591
393	LJ9250	SynCom	237	0.67mM	0.67	3	1	Endodermis	3.975307778	5.154497494
394	LJ9250	SynCom	238	0.67mM	0.67	4	1	Endodermis	4.000851389	5.599433581
395	LA7339	SynCom	168	0.67mM	0.67	1	1	Endodermis	3.865875	5.507805886
396	SI7820	NB	1	6.7mM	6.7	1	2	Endodermis	3.139375	3.724758327
397	SI7820	NB	2	6.7mM	6.7	2	2	Endodermis	3.776666667	4.680892718
398	SI7820	NB	4	6.7mM	6.7	3	2	Endodermis	3.841666667	5.98466981
399	SP9509	NB	5	6.7mM	6.7	1	2	Endodermis	3.432285714	6.48131417
400	SP9509	NB	8	6.7mM	6.7	2	2	Endodermis	3.427833333	4.607920109
401	LP0049	NB	10	6.7mM	6.7	1	2	Endodermis	3.836477778	5.942959504
402	LP0049	NB	12	6.7mM	6.7	2	2	Endodermis	4.223319444	5.171977899
403	LP8539	NB	17	6.7mM	6.7	1	2	Endodermis	4.695666667	7.618116484
404	LP8539	NB	18	6.7mM	6.7	2	2	Endodermis	4.848125	5.649456981
405	LP8539	NB	19	6.7mM	6.7	3	2	Endodermis	3.44775	4.150089687
406	LP8539	NB	20	6.7mM	6.7	4	2	Endodermis	4.79325	6.558077966
407	LJ9250	NB	23	6.7mM	6.7	1	2	Endodermis	3.358	5.101322753
408	SI7820	NB	29	1.34mM	1.34	1	2	Endodermis	5.172857143	6.639145042
409	SI7820	NB	30	1.34mM	1.34	2	2	Endodermis	3.601833333	5.094592826
410	SI7820	NB	31	1.34mM	1.34	3	2	Endodermis	3.427857143	8.777723616
411	SI7820	NB	32	1.34mM	1.34	4	2	Endodermis	5.236625	8.017029082
412	SP9509	NB	33	1.34mM	1.34	1	2	Endodermis	3.785285714	4.957724808
413	SP9509	NB	34	1.34mM	1.34	2	2	Endodermis	3.617	5.733347838
414	SP9509	NB	35	1.34mM	1.34	3	2	Endodermis	3.016446429	4.097681341
415	SP9509	NB	36	1.34mM	1.34	4	2	Endodermis	3.700857143	4.749783299
416	LP0049	NB	37	1.34mM	1.34	1	2	Endodermis	3.108041667	4.977988294
417	LP0049	NB	38	1.34mM	1.34	2	2	Endodermis	4.802555556	10.66334148
418	LP0049	NB	39	1.34mM	1.34	3	2	Endodermis	3.852444444	6.814637409
419	LP0049	NB	40	1.34mM	1.34	4	2	Endodermis	3.370857143	6.636181565
420	LA7339	NB	42	1.34mM	1.34	1	2	Endodermis	4.632285714	9.757284035
421	LA7339	NB	43	1.34mM	1.34	2	2	Endodermis	5.2498	8.623593762
422	LA7339	NB	44	1.34mM	1.34	3	2	Endodermis	4.438888889	9.050631249
423	LP8539	NB	45	1.34mM	1.34	1	2	Endodermis	4.154244444	6.910955517
424	LP8539	NB	46	1.34mM	1.34	2	2	Endodermis	4.342111111	5.878836895
425	LP8539	NB	47	1.34mM	1.34	3	2	Endodermis	4.368888889	6.583388067
426	LP8539	NB	48	1.34mM	1.34	4	2	Endodermis	4.360888889	5.413962542
427	LJ9250	NB	49	1.34mM	1.34	1	2	Endodermis	3.697666667	5.345808179
428	LJ9250	NB	52	1.34mM	1.34	2	2	Endodermis	4.908041667	7.094930959
429	LY5280	NB	81	0.67mM	0.67	1	2	Endodermis	4.034166667	3.885738529
430	LY5280	NB	84	0.67mM	0.67	2	2	Endodermis	4.304452381	6.941319732
431	SI7820	NB	57	0.67mM	0.67	1	2	Endodermis	4.502	5.145552848
432	SP9509	NB	60	0.67mM	0.67	1	2	Endodermis	4.477892857	6.889536008
433	SP9509	NB	61	0.67mM	0.67	2	2	Endodermis	3.195214286	3.123311344
434	SP9509	NB	62	0.67mM	0.67	3	2	Endodermis	3.582214286	8.985865532
435	SP9509	NB	63	0.67mM	0.67	4	2	Endodermis	4.450125	5.994185815
436	LP0049	NB	64	0.67mM	0.67	1	2	Endodermis	2.477428571	3.101310294
437	LP0049	NB	65	0.67mM	0.67	2	2	Endodermis	3.807888889	7.656731569
438	LP0049	NB	66	0.67mM	0.67	3	2	Endodermis	4.182111111	5.696868714
439	LP0049	NB	67	0.67mM	0.67	4	2	Endodermis	4.3405	5.759215813
440	LA7339	NB	68	0.67mM	0.67	1	2	Endodermis	3.756222222	6.407274946
441	LA7339	NB	69	0.67mM	0.67	2	2	Endodermis	3.850188889	5.291562213
442	LA7339	NB	71	0.67mM	0.67	3	2	Endodermis	3.801888889	9.526677091
443	LP8539	NB	72	0.67mM	0.67	1	2	Endodermis	3.863	9.097998691
444	LP8539	NB	73	0.67mM	0.67	2	2	Endodermis	3.099444444	6.242969206
445	LP8539	NB	74	0.67mM	0.67	3	2	Endodermis	3.883	6.136112234
446	LP8539	NB	75	0.67mM	0.67	4	2	Endodermis	3.795	5.568619334
447	LJ9250	NB	76	0.67mM	0.67	1	2	Endodermis	3.443555556	4.949250106
448	LJ9250	NB	77	0.67mM	0.67	2	2	Endodermis	3.129916667	5.683358548
449	LJ9250	NB	79	0.67mM	0.67	3	2	Endodermis	4.8949	7.531524093
450	LY5280	SynCom	181	0.67mM	0.67	1	2	Endodermis	5.880053571	6.671200588
451	LY5280	SynCom	182	0.67mM	0.67	2	2	Endodermis	4.947285714	6.047218728
452	SI7820	SynCom	101	6.7mM	6.7	1	2	Endodermis	3.753375	6.115861595
453	SI7820	SynCom	102	6.7mM	6.7	2	2	Endodermis	4.088339286	9.0451385
454	SP9509	SynCom	105	6.7mM	6.7	1	2	Endodermis	4.033285714	5.719822171
455	SP9509	SynCom	106	6.7mM	6.7	2	2	Endodermis	3.161428571	4.457556849
456	SP9509	SynCom	107	6.7mM	6.7	3	2	Endodermis	4.184107143	5.70578405
457	SP9509	SynCom	108	6.7mM	6.7	4	2	Endodermis	3.251285714	3.55152844
458	LP0049	SynCom	110	6.7mM	6.7	1	2	Endodermis	4.6185	7.80115136
459	LP0049	SynCom	112	6.7mM	6.7	2	2	Endodermis	4.636444444	6.637351902
460	LA7339	SynCom	113	6.7mM	6.7	1	2	Endodermis	5.302990909	6.432407386
461	LA7339	SynCom	115	6.7mM	6.7	2	2	Endodermis	4.509319444	6.807592996
462	LP8539	SynCom	117	6.7mM	6.7	1	2	Endodermis	4.296	6.769748703
463	LP8539	SynCom	118	6.7mM	6.7	2	2	Endodermis	3.89775	5.358040879
464	LP8539	SynCom	119	6.7mM	6.7	3	2	Endodermis	5.014111111	8.766419797
465	LP8539	SynCom	120	6.7mM	6.7	4	2	Endodermis	4.552	5.940170945
466	LJ9250	SynCom	123	6.7mM	6.7	1	2	Endodermis	3.6255	5.390308818
467	LJ9250	SynCom	124	6.7mM	6.7	2	2	Endodermis	5.633672727	8.297849339
468	LY5280	SynCom	183	0.67mM	0.67	3	2	Endodermis	6.057361111	7.515035511
469	LY5280	SynCom	184	0.67mM	0.67	4	2	Endodermis	5.1995	7.598642014
470	LY5280	NB	53	1.34mM	1.34	1	2	Endodermis	3.856333333	5.177573901
471	SP9509	SynCom	133	1.34mM	1.34	1	2	Endodermis	3.281375	4.751025661
472	SP9509	SynCom	135	1.34mM	1.34	2	2	Endodermis	4.586571429	5.595026833
473	LP0049	SynCom	137	1.34mM	1.34	1	2	Endodermis	3.996861111	5.637994375
474	LP0049	SynCom	138	1.34mM	1.34	2	2	Endodermis	3.730375	6.146523554
475	LP0049	SynCom	139	1.34mM	1.34	3	2	Endodermis	3.733	5.805403637
476	LP0049	SynCom	140	1.34mM	1.34	4	2	Endodermis	3.63	4.705489657
477	LA7339	SynCom	144	1.34mM	1.34	1	2	Endodermis	4.26497619	5.185050665
478	LP8539	SynCom	145	1.34mM	1.34	1	2	Endodermis	6.610857143	6.370561354
479	LP8539	SynCom	146	1.34mM	1.34	2	2	Endodermis	4.321666667	9.06419076
480	LP8539	SynCom	147	1.34mM	1.34	3	2	Endodermis	4.117666667	5.284485836
481	LP8539	SynCom	148	1.34mM	1.34	4	2	Endodermis	3.6465	5.854819268
482	LJ9250	SynCom	150	1.34mM	1.34	1	2	Endodermis	4.571428571	7.145936885
483	LJ9250	SynCom	151	1.34mM	1.34	2	2	Endodermis	12.06811111	17.61692191
484	LJ9250	SynCom	152	1.34mM	1.34	3	2	Endodermis	4.070428571	8.773377117
485	LY5280	NB	54	1.34mM	1.34	2	2	Endodermis	4.461166667	5.690295191
486	LY5280	NB	55	1.34mM	1.34	3	2	Endodermis	5.67675	6.406460018
487	LY5280	NB	56	1.34mM	1.34	4	2	Endodermis	4.803428571	4.806819935
488	SP9509	SynCom	161	0.67mM	0.67	1	2	Endodermis	3.140857143	4.563128416
489	SP9509	SynCom	163	0.67mM	0.67	2	2	Endodermis	3.573714286	4.785869781
490	LP0049	SynCom	165	0.67mM	0.67	1	2	Endodermis	5.309696429	6.268266241
491	LP0049	SynCom	166	0.67mM	0.67	2	2	Endodermis	3.945321429	7.118157269
492	LP0049	SynCom	167	0.67mM	0.67	3	2	Endodermis	4.503666667	6.880098586
493	LP8539	SynCom	174	0.67mM	0.67	1	2	Endodermis	4.24625	6.854668999
494	LP8539	SynCom	175	0.67mM	0.67	2	2	Endodermis	4.863625	6.196672458
495	LJ9250	SynCom	176	0.67mM	0.67	1	2	Endodermis	5.937466667	9.283877878
496	LJ9250	SynCom	177	0.67mM	0.67	2	2	Endodermis	5.524171429	8.550516978
497	LY5280	SynCom	154	1.34mM	1.34	1	2	Endodermis	5.248	5.668076596
498	LY5280	SynCom	155	1.34mM	1.34	2	2	Endodermis	3.877166667	5.599208733
499	LY5280	SynCom	156	1.34mM	1.34	3	2	Endodermis	3.254166667	5.754162762
500	LY5280	NB	25	6.7mM	6.7	1	2	Endodermis	4.144333333	6.26451323
501	LY5280	NB	27	6.7mM	6.7	2	2	Endodermis	3.735285714	4.881729902
502	LY5280	NB	28	6.7mM	6.7	3	2	Endodermis	5.174714286	9.378616511
503	LY5280	SynCom	125	6.7mM	6.7	1	2	Endodermis	5.044071429	6.296826245
504	LY5280	SynCom	127	6.7mM	6.7	2	2	Endodermis	5.036857143	8.2901628
505	LY5280	SynCom	128	6.7mM	6.7	3	2	Endodermis	4.210285714	5.84099317
506	SP9509	NB	1	0.134mM	0.134	1	3	Endodermis	3.044	4.135261285
507	SP9509	NB	2	0.134mM	0.134	2	3	Endodermis	4.065216508	4.562623541
508	SP9509	NB	3	0.134mM	0.134	3	3	Endodermis	3.487178571	4.774298342
509	SP9509	NB	4	0.134mM	0.134	4	3	Endodermis	3.626081429	3.994877195
510	SI7820	NB	5	0.134mM	0.134	1	3	Endodermis	3.656751667	6.013442785
511	SI7820	NB	6	0.134mM	0.134	2	3	Endodermis	2.893073393	4.582632378
512	SI7820	NB	7	0.134mM	0.134	3	3	Endodermis	3.091885714	5.532361364
513	SI7820	NB	8	0.134mM	0.134	5	3	Endodermis	3.110334286	3.197851276
514	LP0049	NB	9	0.134mM	0.134	1	3	Endodermis	3.91129	8.21666199
515	LP0049	NB	10	0.134mM	0.134	2	3	Endodermis	4.496866222	8.081803581
516	LP0049	NB	11	0.134mM	0.134	4	3	Endodermis	2.979890893	6.087455907
517	LP0049	NB	12	0.134mM	0.134	5	3	Endodermis	4.206888889	6.154893518
518	LJ9250	NB	13	0.134mM	0.134	1	3	Endodermis	3.504532222	5.520682686
519	LJ9250	NB	14	0.134mM	0.134	3	3	Endodermis	3.438576111	6.273146821
520	LJ9250	NB	15	0.134mM	0.134	4	3	Endodermis	4.03886	5.319481132
521	LJ9250	NB	16	0.134mM	0.134	5	3	Endodermis	2.960312857	4.697048599
522	LA7339	NB	17	0.134mM	0.134	1	3	Endodermis	5.418097	10.57662795
523	LA7339	NB	18	0.134mM	0.134	3	3	Endodermis	3.6405525	6.617518561
524	LA7339	NB	19	0.134mM	0.134	4	3	Endodermis	4.15398625	6.08775923
525	LA7339	NB	20	0.134mM	0.134	5	3	Endodermis	3.69071375	6.039096748
526	LP8539	NB	21	0.134mM	0.134	1	3	Endodermis	3.755414444	7.655274257
527	LP8539	NB	22	0.134mM	0.134	3	3	Endodermis	3.372307778	6.29077585
528	LP8539	NB	23	0.134mM	0.134	5	3	Endodermis	4.008314556	6.479803407
529	LP8539	NB	24	0.134mM	0.134	6	3	Endodermis	3.65719375	6.045695318
530	LY5280	NB	25	0.134mM	0.134	1	3	Endodermis	3.947818333	6.017002276
531	LY5280	NB	26	0.134mM	0.134	3	3	Endodermis	3.969414286	4.929459701
532	LY5280	NB	27	0.134mM	0.134	4	3	Endodermis	3.721521667	6.019123064
533	LY5280	NB	28	0.134mM	0.134	5	3	Endodermis	3.659648333	4.694204902
534	LP0049	NB	10bis	0.134mM	0.134	3	3	Endodermis	3.825811429	6.356515926
535	LJ9250	NB	13bis	0.134mM	0.134	2	3	Endodermis	3.127125	5.166361033
536	LA7339	NB	17bis	0.134mM	0.134	2	3	Endodermis	3.63425625	7.456327298
537	LP8539	NB	21bis	0.134mM	0.134	2	3	Endodermis	4.61202875	7.698293191
538	LP8539	NB	22bis	0.134mM	0.134	4	3	Endodermis	4.119361944	7.459955678
539	LY5280	NB	25bis	0.134mM	0.134	2	3	Endodermis	5.168555333	7.791455728
540	SI7820	NB	5bis	0.134mM	0.134	4	3	Endodermis	3.551717143	5.605162055
541	SI7820	NB	1	335mM	335	1	1	CCL1	13.56273375	21.46435519
542	SI7820	NB	2	335mM	335	2	1	CCL1	13.23711286	21.01137692
543	SI7820	NB	3	335mM	335	3	1	CCL1	13.39244033	16.6886355
544	SP9509	NB	5	335mM	335	1	1	CCL1	8.93227	15.76700386
545	SP9509	NB	6	335mM	335	2	1	CCL1	13.5348425	19.38768407
546	SP9509	NB	7	335mM	335	3	1	CCL1	17.61680857	21.75334841
547	SP9509	NB	8	335mM	335	4	1	CCL1	14.27344	19.10213731
548	LP8539	NB	9	335mM	335	1	1	CCL1	17.13858861	21.27836408
549	LP8539	NB	10	335mM	335	2	1	CCL1	20.74985197	23.35570837
550	LP8539	NB	11	335mM	335	3	1	CCL1	18.836612	19.92087965
551	LP8539	NB	12	335mM	335	4	1	CCL1	13.86718	15.3972196
552	LA7339	NB	13	335mM	335	1	1	CCL1	14.17139667	16.64036529
553	LA7339	NB	14	335mM	335	2	1	CCL1	18.10802333	21.76952196
554	LA7339	NB	15	335mM	335	3	1	CCL1	15.31344182	14.91218606
555	LA7339	NB	16	335mM	335	4	1	CCL1	10.776674	18.80373672
556	LP0049	NB	21	335mM	335	1	1	CCL1	13.86661903	18.06356084
557	LP0049	NB	23	335mM	335	2	1	CCL1	12.14331222	19.83770489
558	LP0049	NB	24	335mM	335	3	1	CCL1	12.76866033	20.68590699
559	LJ9250	NB	25	335mM	335	1	1	CCL1	15.00624273	21.36837992
560	LJ9250	NB	26	335mM	335	2	1	CCL1	16.62481444	24.09278548
561	LJ9250	NB	27	335mM	335	3	1	CCL1	10.35545791	15.33772251
562	LJ9250	NB	28	335mM	335	4	1	CCL1	16.29829678	22.7239476
563	SI7820	SynCom	36	335mM	335	1	1	CCL1	10.870955	15.61712218
564	SI7820	SynCom	37	335mM	335	2	1	CCL1	13.3499	20.52750226
565	SI7820	SynCom	38	335mM	335	3	1	CCL1	11.48180571	20.62896309
566	SI7820	SynCom	39	335mM	335	4	1	CCL1	17.90316429	24.86357995
567	SP9509	SynCom	41	335mM	335	1	1	CCL1	6.791891429	9.94755079
568	SP9509	SynCom	42	335mM	335	2	1	CCL1	13.55443286	25.48339944
569	SP9509	SynCom	43	335mM	335	3	1	CCL1	14.94240125	16.77686004
570	LP8539	SynCom	44	335mM	335	1	1	CCL1	15.55300618	19.81718652
571	LP8539	SynCom	45	335mM	335	2	1	CCL1	14.19968333	18.65060239
572	LP8539	SynCom	47	335mM	335	3	1	CCL1	15.39498051	20.81663782
573	LA7339	SynCom	49	335mM	335	1	1	CCL1	13.67209778	18.47577778
574	LA7339	SynCom	50	335mM	335	2	1	CCL1	13.77165375	18.55369191
575	LP0049	SynCom	56	335mM	335	1	1	CCL1	9.3773225	13.59295814
576	LP0049	SynCom	57	335mM	335	2	1	CCL1	10.23856857	17.97821465
577	LP0049	SynCom	59	335mM	335	3	1	CCL1	14.99598111	23.53803952
578	LJ9250	SynCom	60	335mM	335	1	1	CCL1	12.576845	19.00810228
579	LJ9250	SynCom	61	335mM	335	2	1	CCL1	17.19722778	24.6061769
580	LJ9250	SynCom	63	335mM	335	3	1	CCL1	11.3691925	16.59970373
581	SI7820	NB	107	6.7mM	6.7	1	1	CCL1	13.00373625	19.8739462
582	SI7820	NB	108	6.7mM	6.7	2	1	CCL1	13.02697857	19.13355717
583	SI7820	NB	109	6.7mM	6.7	3	1	CCL1	9.795092857	16.31976582
584	SP9509	NB	110	6.7mM	6.7	1	1	CCL1	12.23000875	19.25579814
585	SP9509	NB	111	6.7mM	6.7	2	1	CCL1	14.10243	21.05355675
586	SP9509	NB	112	6.7mM	6.7	3	1	CCL1	11.70349667	15.91131443
587	SP9509	NB	113	6.7mM	6.7	4	1	CCL1	15.72347571	20.43864139
588	LP8539	NB	114	6.7mM	6.7	1	1	CCL1	15.77369222	25.05305086
589	LP8539	NB	115	6.7mM	6.7	2	1	CCL1	9.98616	14.54661088
590	LP8539	NB	116	6.7mM	6.7	3	1	CCL1	16.309955	19.85530278
591	LP8539	NB	117	6.7mM	6.7	4	1	CCL1	12.70756089	13.82911047
592	LA7339	NB	118	6.7mM	6.7	1	1	CCL1	11.645911	21.294605
593	LA7339	NB	120	6.7mM	6.7	2	1	CCL1	16.5937475	21.06958076
594	LA7339	NB	121	6.7mM	6.7	3	1	CCL1	15.25767333	19.00600199
595	LP0049	NB	126	6.7mM	6.7	1	1	CCL1	13.311185	11.53857558
596	LP0049	NB	127	6.7mM	6.7	2	1	CCL1	14.06930125	19.8707639
597	LP0049	NB	129	6.7mM	6.7	3	1	CCL1	14.958298	21.86604883
598	LJ9250	NB	130	6.7mM	6.7	1	1	CCL1	15.939658	22.0902426
599	LJ9250	NB	131	6.7mM	6.7	2	1	CCL1	17.25722125	22.21349086
600	LJ9250	NB	132	6.7mM	6.7	3	1	CCL1	12.414855	16.14867284
601	LJ9250	NB	133	6.7mM	6.7	4	1	CCL1	13.951348	19.83879357
602	SI7820	SynCom	141	6.7mM	6.7	1	1	CCL1	14.577555	24.42858702
603	SI7820	SynCom	142	6.7mM	6.7	2	1	CCL1	12.10795875	17.84821134
604	SI7820	SynCom	143	6.7mM	6.7	3	1	CCL1	10.98878714	16.07111486
605	SI7820	SynCom	143.2	6.7mM	6.7	4	1	CCL1	12.24788	19.42577989
606	SI7820	SynCom	144	6.7mM	6.7	5	1	CCL1	12.49074143	10.86160207
607	SP9509	SynCom	145	6.7mM	6.7	1	1	CCL1	12.96565	19.43905464
608	SP9509	SynCom	146	6.7mM	6.7	2	1	CCL1	13.34402429	15.56104127
609	SP9509	SynCom	147	6.7mM	6.7	3	1	CCL1	11.16799	16.06629655
610	SP9509	SynCom	148	6.7mM	6.7	4	1	CCL1	10.2359775	17.47482157
611	LP8539	SynCom	149	6.7mM	6.7	1	1	CCL1	17.56462333	16.63696183
612	LP8539	SynCom	150	6.7mM	6.7	2	1	CCL1	15.9911	25.99088502
613	LP8539	SynCom	151	6.7mM	6.7	3	1	CCL1	15.46972455	18.94102602
614	LP8539	SynCom	152	6.7mM	6.7	4	1	CCL1	12.95041545	16.21765361
615	LA7339	SynCom	153	6.7mM	6.7	1	1	CCL1	16.54274	22.74141383
616	LA7339	SynCom	154	6.7mM	6.7	2	1	CCL1	13.14806556	15.35206897
617	LA7339	SynCom	155	6.7mM	6.7	3	1	CCL1	14.41447	17.55221111
618	LP0049	SynCom	161	6.7mM	6.7	1	1	CCL1	16.887746	30.50761647
619	LP0049	SynCom	162	6.7mM	6.7	2	1	CCL1	14.243339	19.80955541
620	LP0049	SynCom	164	6.7mM	6.7	3	1	CCL1	11.39304	17.63443881
621	LJ9250	SynCom	165	6.7mM	6.7	1	1	CCL1	16.04934125	23.93760405
622	LJ9250	SynCom	165.5	6.7mM	6.7	2	1	CCL1	18.5259435	23.14117644
623	LJ9250	SynCom	166	6.7mM	6.7	3	1	CCL1	18.67845375	21.03434948
624	LJ9250	SynCom	167	6.7mM	6.7	4	1	CCL1	15.42910667	17.42252043
625	LJ9250	SynCom	168	6.7mM	6.7	5	1	CCL1	11.74243222	16.49257364
626	SI7820	NB	176	0.67mM	0.67	1	1	CCL1	10.91373875	13.65968926
627	SI7820	NB	177	0.67mM	0.67	2	1	CCL1	18.30995667	16.90883584
628	SI7820	NB	178	0.67mM	0.67	3	1	CCL1	16.36955929	18.88191076
629	SP9509	NB	180	0.67mM	0.67	1	1	CCL1	13.59628714	19.94533954
630	SP9509	NB	181	0.67mM	0.67	2	1	CCL1	11.96070571	17.93579854
631	SP9509	NB	182	0.67mM	0.67	3	1	CCL1	11.45894857	17.37669252
632	LP8539	NB	184	0.67mM	0.67	1	1	CCL1	20.25211917	25.97462418
633	LP8539	NB	185	0.67mM	0.67	2	1	CCL1	16.18870455	20.99427554
634	LP8539	NB	186	0.67mM	0.67	3	1	CCL1	15.12492944	23.43803935
635	LA7339	NB	188	0.67mM	0.67	1	1	CCL1	14.94083464	24.32349931
636	LA7339	NB	189	0.67mM	0.67	2	1	CCL1	9.092863	14.36283
637	LA7339	NB	190	0.67mM	0.67	3	1	CCL1	13.14932429	22.96974533
638	LA7339	NB	191	0.67mM	0.67	4	1	CCL1	13.67392889	18.82849865
639	LP0049	NB	196	0.67mM	0.67	1	1	CCL1	16.97598444	20.8681153
640	LP0049	NB	197	0.67mM	0.67	2	1	CCL1	12.00146	18.52658779
641	LP0049	NB	198	0.67mM	0.67	3	1	CCL1	17.49739411	26.75240487
642	LP0049	NB	199	0.67mM	0.67	4	1	CCL1	18.50424	32.5890758
643	LJ9250	NB	201	0.67mM	0.67	1	1	CCL1	13.29322889	12.3697153
644	LJ9250	NB	203	0.67mM	0.67	2	1	CCL1	11.6898	18.43166645
645	SI7820	SynCom	211	0.67mM	0.67	1	1	CCL1	15.27229429	19.99952969
646	SI7820	SynCom	212	0.67mM	0.67	2	1	CCL1	10.88058429	16.75465014
647	SI7820	SynCom	213	0.67mM	0.67	3	1	CCL1	16.100685	23.8358968
648	SI7820	SynCom	213.5	0.67mM	0.67	4	1	CCL1	14.62840571	18.92841622
