"Experiment" "Time" "Plate" "nr" "Sample" "Microbe" "Compound" "Compound2" "Value" "Relative"
"30839" 2 "T5" "P5" 53 "X53" "A336" "Control" "Control" 0.412 1.004878049
"30840" 2 "T5" "P6" 53 "X53" "A336" "Control" "Control" 0.462 0.747572816
"30841" 2 "T5" "P7" 53 "X53" "A169A" "Control" "Control" 0.428 0.930434783
"30842" 2 "T5" "P8" 53 "X53" "A169A" "Control" "Control" 0.415 0.860995851
"30843" 2 "T5" "P9" 53 "X53" "A169A" "Control" "Control" 0.416 0.746858169
"30844" 2 "T5" "P10" 53 "X53" "P65" "Control" "Control" 0.639 0.81713555
"30845" 2 "T5" "P11" 53 "X53" "P65" "Control" "Control" 0.491 0.798373984
"30846" 2 "T5" "P12" 53 "X53" "P65" "Control" "Control" 0.51 1.108695652
"30847" 2 "T5" "P13" 53 "X53" "P113" "Control" "Control" 0.87 0.784490532
"30848" 2 "T5" "P14" 53 "X53" "P113" "Control" "Control" 0.462 0.819148936
"30849" 2 "T5" "P15" 53 "X53" "P113" "Control" "Control" 0.288 0.944262295
"30850" 2 "T5" "P16" 53 "X53" "P145B" "Control" "Control" 0.47 0.759289176
"30851" 2 "T5" "P17" 53 "X53" "P145B" "Control" "Control" 0.526 0.806748466
"30852" 2 "T5" "P18" 53 "X53" "P145B" "Control" "Control" 0.503 0.681571816
"30853" 2 "T6" "P1" 53 "X53" "A92B" "Control" "Control" 0.271 1.030418251
"30854" 2 "T6" "P2" 53 "X53" "A92B" "Control" "Control" 0.276 0.788571429
"30855" 2 "T6" "P3" 53 "X53" "A92B" "Control" "Control" 0.265 0.963636364
"30856" 2 "T6" "P4" 53 "X53" "A336" "Control" "Control" 0.376 0.94235589
"30857" 2 "T6" "P5" 53 "X53" "A336" "Control" "Control" 0.417 1.017073171
"30858" 2 "T6" "P6" 53 "X53" "A336" "Control" "Control" 0.443 0.716828479
"30859" 2 "T6" "P7" 53 "X53" "A169A" "Control" "Control" 0.436 0.947826087
"30860" 2 "T6" "P8" 53 "X53" "A169A" "Control" "Control" 0.417 0.865145228
"30861" 2 "T6" "P9" 53 "X53" "A169A" "Control" "Control" 0.414 0.743267504
"30862" 2 "T6" "P10" 53 "X53" "P65" "Control" "Control" 0.632 0.808184143
"30863" 2 "T6" "P11" 53 "X53" "P65" "Control" "Control" 0.476 0.77398374
"30864" 2 "T6" "P12" 53 "X53" "P65" "Control" "Control" 0.511 1.110869565
"30865" 2 "T6" "P13" 53 "X53" "P113" "Control" "Control" 0.846 0.762849414
"30866" 2 "T6" "P14" 53 "X53" "P113" "Control" "Control" 0.454 0.804964539
"30867" 2 "T6" "P15" 53 "X53" "P113" "Control" "Control" 0.454 1.48852459
"30868" 2 "T6" "P16" 53 "X53" "P145B" "Control" "Control" 0.284 0.458804523
"30869" 2 "T6" "P17" 53 "X53" "P145B" "Control" "Control" 0.464 0.711656442
"30870" 2 "T6" "P18" 53 "X53" "P145B" "Control" "Control" 0.517 0.700542005
"30871" 2 "T0" "P1" 54 "X54" "A94A" "Control" "Control" 0.264 1
"30872" 2 "T0" "P2" 54 "X54" "A94A" "Control" "Control" 0.368 1
"30873" 2 "T0" "P3" 54 "X54" "A94A" "Control" "Control" 0.341 1
"30874" 2 "T0" "P4" 54 "X54" "A340A" "Control" "Control" 0.308 1
"30875" 2 "T0" "P5" 54 "X54" "A340A" "Control" "Control" 0.368 1
"30876" 2 "T0" "P6" 54 "X54" "A340A" "Control" "Control" 0.521 1
"30877" 2 "T0" "P7" 54 "X54" "A169B" "Control" "Control" 0.462 1
"30878" 2 "T0" "P8" 54 "X54" "A169B" "Control" "Control" 0.517 1
"30879" 2 "T0" "P9" 54 "X54" "A169B" "Control" "Control" 0.546 1
"30880" 2 "T0" "P10" 54 "X54" "P66" "Control" "Control" 0.487 1
"30881" 2 "T0" "P11" 54 "X54" "P66" "Control" "Control" 0.545 1
"30882" 2 "T0" "P12" 54 "X54" "P66" "Control" "Control" 0.565 1
"30883" 2 "T0" "P13" 54 "X54" "P114" "Control" "Control" 0.75 1
"30884" 2 "T0" "P14" 54 "X54" "P114" "Control" "Control" 0.503 1
"30885" 2 "T0" "P15" 54 "X54" "P114" "Control" "Control" 0.371 1
"30886" 2 "T0" "P16" 54 "X54" "P146" "Control" "Control" 0.584 1
"30887" 2 "T0" "P17" 54 "X54" "P146" "Control" "Control" 0.611 1
"30888" 2 "T0" "P18" 54 "X54" "P146" "Control" "Control" 0.639 1
"30889" 2 "T1" "P1" 54 "X54" "A94A" "Control" "Control" 0.355 1.34469697
"30890" 2 "T1" "P2" 54 "X54" "A94A" "Control" "Control" 0.344 0.934782609
"30891" 2 "T1" "P3" 54 "X54" "A94A" "Control" "Control" 0.375 1.099706745
"30892" 2 "T1" "P4" 54 "X54" "A340A" "Control" "Control" 0.402 1.305194805
"30893" 2 "T1" "P5" 54 "X54" "A340A" "Control" "Control" 0.491 1.33423913
"30894" 2 "T1" "P6" 54 "X54" "A340A" "Control" "Control" 0.513 0.984644914
"30895" 2 "T1" "P7" 54 "X54" "A169B" "Control" "Control" 0.503 1.088744589
"30896" 2 "T1" "P8" 54 "X54" "A169B" "Control" "Control" 0.46 0.889748549
"30897" 2 "T1" "P9" 54 "X54" "A169B" "Control" "Control" 0.459 0.840659341
"30898" 2 "T1" "P10" 54 "X54" "P66" "Control" "Control" 0.424 0.87063655
"30899" 2 "T1" "P11" 54 "X54" "P66" "Control" "Control" 0.636 1.166972477
"30900" 2 "T1" "P12" 54 "X54" "P66" "Control" "Control" 0.601 1.063716814
"30901" 2 "T1" "P13" 54 "X54" "P114" "Control" "Control" 0.776 1.034666667
"30902" 2 "T1" "P14" 54 "X54" "P114" "Control" "Control" 0.434 0.862823062
"30903" 2 "T1" "P15" 54 "X54" "P114" "Control" "Control" 0.354 0.954177898
"30904" 2 "T1" "P16" 54 "X54" "P146" "Control" "Control" 0.555 0.950342466
"30905" 2 "T1" "P17" 54 "X54" "P146" "Control" "Control" 0.571 0.934533552
"30906" 2 "T1" "P18" 54 "X54" "P146" "Control" "Control" 0.614 0.960876369
"30907" 2 "T2" "P1" 54 "X54" "A94A" "Control" "Control" 0.33 1.25
"30908" 2 "T2" "P2" 54 "X54" "A94A" "Control" "Control" 0.262 0.711956522
"30909" 2 "T2" "P3" 54 "X54" "A94A" "Control" "Control" 0.292 0.856304985
"30910" 2 "T2" "P4" 54 "X54" "A340A" "Control" "Control" 0.336 1.090909091
"30911" 2 "T2" "P5" 54 "X54" "A340A" "Control" "Control" 0.411 1.116847826
"30912" 2 "T2" "P6" 54 "X54" "A340A" "Control" "Control" 0.473 0.907869482
"30913" 2 "T2" "P7" 54 "X54" "A169B" "Control" "Control" 0.457 0.989177489
"30914" 2 "T2" "P8" 54 "X54" "A169B" "Control" "Control" 0.414 0.800773694
"30915" 2 "T2" "P9" 54 "X54" "A169B" "Control" "Control" 0.42 0.769230769
"30916" 2 "T2" "P10" 54 "X54" "P66" "Control" "Control" 0.368 0.755646817
"30917" 2 "T2" "P11" 54 "X54" "P66" "Control" "Control" 0.539 0.988990826
"30918" 2 "T2" "P12" 54 "X54" "P66" "Control" "Control" 0.57 1.008849558
"30919" 2 "T2" "P13" 54 "X54" "P114" "Control" "Control" 0.668 0.890666667
"30920" 2 "T2" "P14" 54 "X54" "P114" "Control" "Control" 0.387 0.769383698
"30921" 2 "T2" "P15" 54 "X54" "P114" "Control" "Control" 0.341 0.919137466
"30922" 2 "T2" "P16" 54 "X54" "P146" "Control" "Control" 0.528 0.904109589
"30923" 2 "T2" "P17" 54 "X54" "P146" "Control" "Control" 0.536 0.877250409
"30924" 2 "T2" "P18" 54 "X54" "P146" "Control" "Control" 0.61 0.954616588
"30925" 2 "T3" "P1" 54 "X54" "A94A" "Control" "Control" 0.276 1.045454545
"30926" 2 "T3" "P2" 54 "X54" "A94A" "Control" "Control" NA NA
"30927" 2 "T3" "P3" 54 "X54" "A94A" "Control" "Control" 0.296 0.868035191
"30928" 2 "T3" "P4" 54 "X54" "A340A" "Control" "Control" 0.341 1.107142857
"30929" 2 "T3" "P5" 54 "X54" "A340A" "Control" "Control" 0.38 1.032608696
"30930" 2 "T3" "P6" 54 "X54" "A340A" "Control" "Control" 0.456 0.875239923
"30931" 2 "T3" "P7" 54 "X54" "A169B" "Control" "Control" 0.431 0.932900433
"30932" 2 "T3" "P8" 54 "X54" "A169B" "Control" "Control" 0.404 0.781431335
"30933" 2 "T3" "P9" 54 "X54" "A169B" "Control" "Control" 0.422 0.772893773
"30934" 2 "T3" "P10" 54 "X54" "P66" "Control" "Control" 0.355 0.728952772
"30935" 2 "T3" "P11" 54 "X54" "P66" "Control" "Control" 0.512 0.939449541
"30936" 2 "T3" "P12" 54 "X54" "P66" "Control" "Control" 0.547 0.968141593
"30937" 2 "T3" "P13" 54 "X54" "P114" "Control" "Control" 0.632 0.842666667
"30938" 2 "T3" "P14" 54 "X54" "P114" "Control" "Control" 0.38 0.755467197
"30939" 2 "T3" "P15" 54 "X54" "P114" "Control" "Control" 0.332 0.894878706
"30940" 2 "T3" "P16" 54 "X54" "P146" "Control" "Control" 0.513 0.878424658
"30941" 2 "T3" "P17" 54 "X54" "P146" "Control" "Control" 0.515 0.842880524
"30942" 2 "T3" "P18" 54 "X54" "P146" "Control" "Control" 0.578 0.904538341
"30943" 2 "T4" "P1" 54 "X54" "A94A" "Control" "Control" 0.27 1.022727273
"30944" 2 "T4" "P2" 54 "X54" "A94A" "Control" "Control" NA NA
"30945" 2 "T4" "P3" 54 "X54" "A94A" "Control" "Control" 0.298 0.873900293
"30946" 2 "T4" "P4" 54 "X54" "A340A" "Control" "Control" 0.347 1.126623377
"30947" 2 "T4" "P5" 54 "X54" "A340A" "Control" "Control" 0.401 1.089673913
"30948" 2 "T4" "P6" 54 "X54" "A340A" "Control" "Control" 0.478 0.917466411
"30949" 2 "T4" "P7" 54 "X54" "A169B" "Control" "Control" 0.425 0.91991342
"30950" 2 "T4" "P8" 54 "X54" "A169B" "Control" "Control" 0.412 0.796905222
"30951" 2 "T4" "P9" 54 "X54" "A169B" "Control" "Control" 0.413 0.756410256
"30952" 2 "T4" "P10" 54 "X54" "P66" "Control" "Control" 0.345 0.708418891
"30953" 2 "T4" "P11" 54 "X54" "P66" "Control" "Control" 0.492 0.902752294
"30954" 2 "T4" "P12" 54 "X54" "P66" "Control" "Control" 0.535 0.946902655
"30955" 2 "T4" "P13" 54 "X54" "P114" "Control" "Control" 0.609 0.812
"30956" 2 "T4" "P14" 54 "X54" "P114" "Control" "Control" 0.371 0.737574553
"30957" 2 "T4" "P15" 54 "X54" "P114" "Control" "Control" 0.328 0.884097035
"30958" 2 "T4" "P16" 54 "X54" "P146" "Control" "Control" 0.499 0.854452055
"30959" 2 "T4" "P17" 54 "X54" "P146" "Control" "Control" 0.504 0.82487725
"30960" 2 "T4" "P18" 54 "X54" "P146" "Control" "Control" 0.564 0.882629108
"30961" 2 "T5" "P1" 54 "X54" "A94A" "Control" "Control" 0.28 1.060606061
"30962" 2 "T5" "P2" 54 "X54" "A94A" "Control" "Control" 0.277 0.752717391
"30963" 2 "T5" "P3" 54 "X54" "A94A" "Control" "Control" 0.306 0.897360704
"30964" 2 "T5" "P4" 54 "X54" "A340A" "Control" "Control" 0.374 1.214285714
"30965" 2 "T5" "P5" 54 "X54" "A340A" "Control" "Control" 0.408 1.108695652
"30966" 2 "T5" "P6" 54 "X54" "A340A" "Control" "Control" 0.415 0.796545106
"30967" 2 "T5" "P7" 54 "X54" "A169B" "Control" "Control" 0.427 0.924242424
"30968" 2 "T5" "P8" 54 "X54" "A169B" "Control" "Control" 0.4 0.773694391
"30969" 2 "T5" "P9" 54 "X54" "A169B" "Control" "Control" 0.418 0.765567766
"30970" 2 "T5" "P10" 54 "X54" "P66" "Control" "Control" 0.344 0.706365503
"30971" 2 "T5" "P11" 54 "X54" "P66" "Control" "Control" 0.468 0.858715596
"30972" 2 "T5" "P12" 54 "X54" "P66" "Control" "Control" 0.52 0.920353982
"30973" 2 "T5" "P13" 54 "X54" "P114" "Control" "Control" 0.604 0.805333333
"30974" 2 "T5" "P14" 54 "X54" "P114" "Control" "Control" 0.371 0.737574553
"30975" 2 "T5" "P15" 54 "X54" "P114" "Control" "Control" 0.327 0.881401617
"30976" 2 "T5" "P16" 54 "X54" "P146" "Control" "Control" 0.487 0.83390411
"30977" 2 "T5" "P17" 54 "X54" "P146" "Control" "Control" 0.5 0.818330606
"30978" 2 "T5" "P18" 54 "X54" "P146" "Control" "Control" 0.505 0.79029734
"30979" 2 "T6" "P1" 54 "X54" "A94A" "Control" "Control" 0.283 1.071969697
"30980" 2 "T6" "P2" 54 "X54" "A94A" "Control" "Control" 0.292 0.793478261
"30981" 2 "T6" "P3" 54 "X54" "A94A" "Control" "Control" 0.331 0.970674487
"30982" 2 "T6" "P4" 54 "X54" "A340A" "Control" "Control" 0.424 1.376623377
"30983" 2 "T6" "P5" 54 "X54" "A340A" "Control" "Control" 0.436 1.184782609
"30984" 2 "T6" "P6" 54 "X54" "A340A" "Control" "Control" 0.418 0.802303263
"30985" 2 "T6" "P7" 54 "X54" "A169B" "Control" "Control" 0.426 0.922077922
"30986" 2 "T6" "P8" 54 "X54" "A169B" "Control" "Control" 0.4 0.773694391
"30987" 2 "T6" "P9" 54 "X54" "A169B" "Control" "Control" 0.412 0.754578755
"30988" 2 "T6" "P10" 54 "X54" "P66" "Control" "Control" 0.356 0.73100616
"30989" 2 "T6" "P11" 54 "X54" "P66" "Control" "Control" 0.451 0.827522936
"30990" 2 "T6" "P12" 54 "X54" "P66" "Control" "Control" 0.522 0.923893805
"30991" 2 "T6" "P13" 54 "X54" "P114" "Control" "Control" 0.59 0.786666667
"30992" 2 "T6" "P14" 54 "X54" "P114" "Control" "Control" 0.363 0.72166998
"30993" 2 "T6" "P15" 54 "X54" "P114" "Control" "Control" 0.363 0.978436658
"30994" 2 "T6" "P16" 54 "X54" "P146" "Control" "Control" 0.322 0.551369863
"30995" 2 "T6" "P17" 54 "X54" "P146" "Control" "Control" 0.48 0.785597381
"30996" 2 "T6" "P18" 54 "X54" "P146" "Control" "Control" 0.487 0.762128326
"30997" 2 "T0" "P1" 55 "X55" "A99A" "Control" "Control" 0.601 1
"30998" 2 "T0" "P2" 55 "X55" "A99A" "Control" "Control" 0.448 1
"30999" 2 "T0" "P3" 55 "X55" "A99A" "Control" "Control" 0.517 1
"31000" 2 "T0" "P4" 55 "X55" "A340B" "Control" "Control" 0.25 1
"31001" 2 "T0" "P5" 55 "X55" "A340B" "Control" "Control" 0.289 1
"31002" 2 "T0" "P6" 55 "X55" "A340B" "Control" "Control" 0.427 1
"31003" 2 "T0" "P7" 55 "X55" "A170A" "Control" "Control" 0.423 1
"31004" 2 "T0" "P8" 55 "X55" "A170A" "Control" "Control" 0.468 1
"31005" 2 "T0" "P9" 55 "X55" "A170A" "Control" "Control" 0.518 1
"31006" 2 "T0" "P10" 55 "X55" "P67" "Control" "Control" 0.406 1
"31007" 2 "T0" "P11" 55 "X55" "P67" "Control" "Control" 0.437 1
"31008" 2 "T0" "P12" 55 "X55" "P67" "Control" "Control" 0.436 1
"31009" 2 "T0" "P13" 55 "X55" "P115" "Control" "Control" 0.505 1
"31010" 2 "T0" "P14" 55 "X55" "P115" "Control" "Control" 0.451 1
"31011" 2 "T0" "P15" 55 "X55" "P115" "Control" "Control" 0.787 1
"31012" 2 "T0" "P16" 55 "X55" "P147" "Control" "Control" 0.483 1
"31013" 2 "T0" "P17" 55 "X55" "P147" "Control" "Control" 0.613 1
"31014" 2 "T0" "P18" 55 "X55" "P147" "Control" "Control" 0.449 1
"31015" 2 "T1" "P1" 55 "X55" "A99A" "Control" "Control" 0.595 0.990016639
"31016" 2 "T1" "P2" 55 "X55" "A99A" "Control" "Control" 0.519 1.158482143
"31017" 2 "T1" "P3" 55 "X55" "A99A" "Control" "Control" 0.528 1.021276596
"31018" 2 "T1" "P4" 55 "X55" "A340B" "Control" "Control" 0.336 1.344
"31019" 2 "T1" "P5" 55 "X55" "A340B" "Control" "Control" 0.392 1.356401384
"31020" 2 "T1" "P6" 55 "X55" "A340B" "Control" "Control" 0.419 0.981264637
"31021" 2 "T1" "P7" 55 "X55" "A170A" "Control" "Control" 0.424 1.002364066
"31022" 2 "T1" "P8" 55 "X55" "A170A" "Control" "Control" 0.451 0.963675214
"31023" 2 "T1" "P9" 55 "X55" "A170A" "Control" "Control" 0.409 0.78957529
"31024" 2 "T1" "P10" 55 "X55" "P67" "Control" "Control" 0.378 0.931034483
"31025" 2 "T1" "P11" 55 "X55" "P67" "Control" "Control" 0.521 1.19221968
"31026" 2 "T1" "P12" 55 "X55" "P67" "Control" "Control" 0.559 1.282110092
"31027" 2 "T1" "P13" 55 "X55" "P115" "Control" "Control" 0.506 1.001980198
"31028" 2 "T1" "P14" 55 "X55" "P115" "Control" "Control" 0.464 1.028824834
"31029" 2 "T1" "P15" 55 "X55" "P115" "Control" "Control" 0.758 0.963151207
"31030" 2 "T1" "P16" 55 "X55" "P147" "Control" "Control" 0.467 0.966873706
"31031" 2 "T1" "P17" 55 "X55" "P147" "Control" "Control" 0.537 0.876019576
"31032" 2 "T1" "P18" 55 "X55" "P147" "Control" "Control" 0.526 1.171492205
"31033" 2 "T2" "P1" 55 "X55" "A99A" "Control" "Control" 0.564 0.93843594
"31034" 2 "T2" "P2" 55 "X55" "A99A" "Control" "Control" 0.457 1.020089286
"31035" 2 "T2" "P3" 55 "X55" "A99A" "Control" "Control" 0.449 0.868471954
"31036" 2 "T2" "P4" 55 "X55" "A340B" "Control" "Control" 0.27 1.08
"31037" 2 "T2" "P5" 55 "X55" "A340B" "Control" "Control" 0.324 1.121107266
"31038" 2 "T2" "P6" 55 "X55" "A340B" "Control" "Control" 0.412 0.964871194
"31039" 2 "T2" "P7" 55 "X55" "A170A" "Control" "Control" 0.403 0.952718676
"31040" 2 "T2" "P8" 55 "X55" "A170A" "Control" "Control" 0.397 0.848290598
"31041" 2 "T2" "P9" 55 "X55" "A170A" "Control" "Control" 0.36 0.694980695
"31042" 2 "T2" "P10" 55 "X55" "P67" "Control" "Control" 0.341 0.839901478
"31043" 2 "T2" "P11" 55 "X55" "P67" "Control" "Control" 0.433 0.990846682
"31044" 2 "T2" "P12" 55 "X55" "P67" "Control" "Control" 0.509 1.167431193
"31045" 2 "T2" "P13" 55 "X55" "P115" "Control" "Control" 0.462 0.914851485
"31046" 2 "T2" "P14" 55 "X55" "P115" "Control" "Control" 0.434 0.962305987
"31047" 2 "T2" "P15" 55 "X55" "P115" "Control" "Control" 0.726 0.92249047
"31048" 2 "T2" "P16" 55 "X55" "P147" "Control" "Control" 0.438 0.906832298
"31049" 2 "T2" "P17" 55 "X55" "P147" "Control" "Control" 0.507 0.827079935
"31050" 2 "T2" "P18" 55 "X55" "P147" "Control" "Control" 0.53 1.180400891
"31051" 2 "T3" "P1" 55 "X55" "A99A" "Control" "Control" 0.503 0.836938436
"31052" 2 "T3" "P2" 55 "X55" "A99A" "Control" "Control" NA NA
"31053" 2 "T3" "P3" 55 "X55" "A99A" "Control" "Control" 0.444 0.858800774
"31054" 2 "T3" "P4" 55 "X55" "A340B" "Control" "Control" 0.284 1.136
"31055" 2 "T3" "P5" 55 "X55" "A340B" "Control" "Control" 0.281 0.972318339
"31056" 2 "T3" "P6" 55 "X55" "A340B" "Control" "Control" 0.361 0.845433255
"31057" 2 "T3" "P7" 55 "X55" "A170A" "Control" "Control" 0.365 0.862884161
"31058" 2 "T3" "P8" 55 "X55" "A170A" "Control" "Control" 0.38 0.811965812
"31059" 2 "T3" "P9" 55 "X55" "A170A" "Control" "Control" 0.351 0.677606178
"31060" 2 "T3" "P10" 55 "X55" "P67" "Control" "Control" 0.335 0.825123153
"31061" 2 "T3" "P11" 55 "X55" "P67" "Control" "Control" 0.417 0.95423341
"31062" 2 "T3" "P12" 55 "X55" "P67" "Control" "Control" 0.517 1.185779817
"31063" 2 "T3" "P13" 55 "X55" "P115" "Control" "Control" 0.456 0.902970297
"31064" 2 "T3" "P14" 55 "X55" "P115" "Control" "Control" 0.423 0.937915743
"31065" 2 "T3" "P15" 55 "X55" "P115" "Control" "Control" 0.7 0.889453621
"31066" 2 "T3" "P16" 55 "X55" "P147" "Control" "Control" 0.43 0.890269151
"31067" 2 "T3" "P17" 55 "X55" "P147" "Control" "Control" 0.488 0.796084829
"31068" 2 "T3" "P18" 55 "X55" "P147" "Control" "Control" 0.5 1.113585746
"31069" 2 "T4" "P1" 55 "X55" "A99A" "Control" "Control" 0.492 0.818635607
"31070" 2 "T4" "P2" 55 "X55" "A99A" "Control" "Control" NA NA
"31071" 2 "T4" "P3" 55 "X55" "A99A" "Control" "Control" 0.423 0.818181818
"31072" 2 "T4" "P4" 55 "X55" "A340B" "Control" "Control" 0.296 1.184
"31073" 2 "T4" "P5" 55 "X55" "A340B" "Control" "Control" 0.301 1.041522491
"31074" 2 "T4" "P6" 55 "X55" "A340B" "Control" "Control" 0.384 0.899297424
"31075" 2 "T4" "P7" 55 "X55" "A170A" "Control" "Control" 0.355 0.839243499
"31076" 2 "T4" "P8" 55 "X55" "A170A" "Control" "Control" 0.37 0.790598291
"31077" 2 "T4" "P9" 55 "X55" "A170A" "Control" "Control" 0.333 0.642857143
"31078" 2 "T4" "P10" 55 "X55" "P67" "Control" "Control" 0.322 0.793103448
"31079" 2 "T4" "P11" 55 "X55" "P67" "Control" "Control" 0.403 0.922196796
"31080" 2 "T4" "P12" 55 "X55" "P67" "Control" "Control" 0.501 1.149082569
"31081" 2 "T4" "P13" 55 "X55" "P115" "Control" "Control" 0.448 0.887128713
"31082" 2 "T4" "P14" 55 "X55" "P115" "Control" "Control" 0.418 0.926829268
"31083" 2 "T4" "P15" 55 "X55" "P115" "Control" "Control" 0.681 0.865311309
"31084" 2 "T4" "P16" 55 "X55" "P147" "Control" "Control" 0.415 0.859213251
"31085" 2 "T4" "P17" 55 "X55" "P147" "Control" "Control" 0.478 0.779771615
"31086" 2 "T4" "P18" 55 "X55" "P147" "Control" "Control" 0.5 1.113585746
"31087" 2 "T5" "P1" 55 "X55" "A99A" "Control" "Control" 0.482 0.801996672
"31088" 2 "T5" "P2" 55 "X55" "A99A" "Control" "Control" 0.428 0.955357143
"31089" 2 "T5" "P3" 55 "X55" "A99A" "Control" "Control" 0.412 0.796905222
"31090" 2 "T5" "P4" 55 "X55" "A340B" "Control" "Control" 0.307 1.228
"31091" 2 "T5" "P5" 55 "X55" "A340B" "Control" "Control" 0.311 1.076124567
"31092" 2 "T5" "P6" 55 "X55" "A340B" "Control" "Control" 0.373 0.8735363
"31093" 2 "T5" "P7" 55 "X55" "A170A" "Control" "Control" 0.344 0.813238771
"31094" 2 "T5" "P8" 55 "X55" "A170A" "Control" "Control" 0.358 0.764957265
"31095" 2 "T5" "P9" 55 "X55" "A170A" "Control" "Control" 0.324 0.625482625
"31096" 2 "T5" "P10" 55 "X55" "P67" "Control" "Control" 0.315 0.775862069
"31097" 2 "T5" "P11" 55 "X55" "P67" "Control" "Control" 0.388 0.887871854
"31098" 2 "T5" "P12" 55 "X55" "P67" "Control" "Control" 0.515 1.181192661
"31099" 2 "T5" "P13" 55 "X55" "P115" "Control" "Control" 0.455 0.900990099
"31100" 2 "T5" "P14" 55 "X55" "P115" "Control" "Control" 0.421 0.933481153
"31101" 2 "T5" "P15" 55 "X55" "P115" "Control" "Control" 0.671 0.852604828
"31102" 2 "T5" "P16" 55 "X55" "P147" "Control" "Control" 0.399 0.826086957
"31103" 2 "T5" "P17" 55 "X55" "P147" "Control" "Control" 0.467 0.76182708
"31104" 2 "T5" "P18" 55 "X55" "P147" "Control" "Control" 0.433 0.964365256
"31105" 2 "T6" "P1" 55 "X55" "A99A" "Control" "Control" 0.474 0.788685524
"31106" 2 "T6" "P2" 55 "X55" "A99A" "Control" "Control" 0.428 0.955357143
"31107" 2 "T6" "P3" 55 "X55" "A99A" "Control" "Control" 0.414 0.800773694
"31108" 2 "T6" "P4" 55 "X55" "A340B" "Control" "Control" 0.316 1.264
"31109" 2 "T6" "P5" 55 "X55" "A340B" "Control" "Control" 0.313 1.083044983
"31110" 2 "T6" "P6" 55 "X55" "A340B" "Control" "Control" 0.355 0.831381733
"31111" 2 "T6" "P7" 55 "X55" "A170A" "Control" "Control" 0.344 0.813238771
"31112" 2 "T6" "P8" 55 "X55" "A170A" "Control" "Control" 0.363 0.775641026
"31113" 2 "T6" "P9" 55 "X55" "A170A" "Control" "Control" 0.338 0.652509653
"31114" 2 "T6" "P10" 55 "X55" "P67" "Control" "Control" 0.321 0.790640394
"31115" 2 "T6" "P11" 55 "X55" "P67" "Control" "Control" 0.352 0.805491991
"31116" 2 "T6" "P12" 55 "X55" "P67" "Control" "Control" 0.515 1.181192661
"31117" 2 "T6" "P13" 55 "X55" "P115" "Control" "Control" 0.444 0.879207921
"31118" 2 "T6" "P14" 55 "X55" "P115" "Control" "Control" 0.411 0.911308204
"31119" 2 "T6" "P15" 55 "X55" "P115" "Control" "Control" 0.411 0.522236341
"31120" 2 "T6" "P16" 55 "X55" "P147" "Control" "Control" 0.663 1.372670807
"31121" 2 "T6" "P17" 55 "X55" "P147" "Control" "Control" 0.393 0.641109299
"31122" 2 "T6" "P18" 55 "X55" "P147" "Control" "Control" 0.454 1.011135857
"31123" 2 "T0" "P1" 56 "X56" "A100" "Control" "Control" 0.524 1
"31124" 2 "T0" "P2" 56 "X56" "A100" "Control" "Control" 0.543 1
"31125" 2 "T0" "P3" 56 "X56" "A100" "Control" "Control" 0.536 1
"31126" 2 "T0" "P4" 56 "X56" "A341A" "Control" "Control" 0.267 1
"31127" 2 "T0" "P5" 56 "X56" "A341A" "Control" "Control" 0.292 1
"31128" 2 "T0" "P6" 56 "X56" "A341A" "Control" "Control" 0.462 1
"31129" 2 "T0" "P7" 56 "X56" "A170B" "Control" "Control" 0.444 1
"31130" 2 "T0" "P8" 56 "X56" "A170B" "Control" "Control" 0.469 1
"31131" 2 "T0" "P9" 56 "X56" "A170B" "Control" "Control" 0.656 1
"31132" 2 "T0" "P10" 56 "X56" "P69" "Control" "Control" 0.443 1
"31133" 2 "T0" "P11" 56 "X56" "P69" "Control" "Control" 0.415 1
"31134" 2 "T0" "P12" 56 "X56" "P69" "Control" "Control" 0.551 1
"31135" 2 "T0" "P13" 56 "X56" "P117" "Control" "Control" 0.451 1
"31136" 2 "T0" "P14" 56 "X56" "P117" "Control" "Control" 0.552 1
"31137" 2 "T0" "P15" 56 "X56" "P117" "Control" "Control" 0.553 1
"31138" 2 "T0" "P16" 56 "X56" "P148" "Control" "Control" 0.514 1
"31139" 2 "T0" "P17" 56 "X56" "P148" "Control" "Control" 0.532 1
"31140" 2 "T0" "P18" 56 "X56" "P148" "Control" "Control" 0.676 1
"31141" 2 "T1" "P1" 56 "X56" "A100" "Control" "Control" 0.592 1.129770992
"31142" 2 "T1" "P2" 56 "X56" "A100" "Control" "Control" 0.522 0.961325967
"31143" 2 "T1" "P3" 56 "X56" "A100" "Control" "Control" 0.534 0.996268657
"31144" 2 "T1" "P4" 56 "X56" "A341A" "Control" "Control" 0.358 1.34082397
"31145" 2 "T1" "P5" 56 "X56" "A341A" "Control" "Control" 0.414 1.417808219
"31146" 2 "T1" "P6" 56 "X56" "A341A" "Control" "Control" 0.465 1.006493506
"31147" 2 "T1" "P7" 56 "X56" "A170B" "Control" "Control" 0.495 1.114864865
"31148" 2 "T1" "P8" 56 "X56" "A170B" "Control" "Control" 0.455 0.970149254
"31149" 2 "T1" "P9" 56 "X56" "A170B" "Control" "Control" 0.57 0.868902439
"31150" 2 "T1" "P10" 56 "X56" "P69" "Control" "Control" 0.402 0.90744921
