"Experiment" "Time" "Plate" "nr" "Sample" "Microbe" "Compound" "Compound2" "Value" "Relative"
"304" 1 "T5" "P19" 19 "X53" "P74B" "Control" "Control" 0.126 0.398734177
"305" 1 "T6" "P36" 36 "X42" "P142" "Blank" "Blank" 0.195 0.398773006
"306" 1 "T4" "P16" 16 "X80" "A270" "C3" "Compound" 0.109 0.399267399
"307" 1 "T2" "P4" 4 "X82" "A143" "C4" "Compound" 0.111 0.399280576
"308" 1 "T2" "P5" 5 "X44" "A335" "Blank" "Blank" 0.856 0.400749064
"309" 1 "T1" "P27" 27 "X81" "A102" "C4" "Compound" 0.526 0.400914634
"310" 1 "T3" "P22" 22 "X79" "P127" "C3" "Compound" 0.727 0.40099283
"311" 1 "T4" "P18" 18 "X13" "P266" "C1" "Compound" 0.424 0.403041825
"312" 1 "T4" "P23" 23 "X19" "P110" "C2" "Compound" 0.627 0.403474903
"313" 1 "T4" "P31" 31 "X50" "A175" "Control" "Control" 0.131 0.404320988
"314" 1 "T5" "P30" 30 "X68" "A178" "C2" "Compound" 0.408 0.405163853
"315" 1 "T6" "P36" 36 "X54" "P155" "Control" "Control" 0.161 0.405541562
"316" 1 "T2" "P26" 26 "X8" "A100" "Control" "Control" 0.443 0.406422018
"317" 1 "T3" "P23" 23 "X45" "P129" "Blank" "Blank" 0.724 0.407657658
"318" 1 "T2" "P19" 19 "X56" "P58" "Control" "Control" 0.63 0.40776699
"319" 1 "T6" "P30" 30 "X68" "A178" "C2" "Compound" 0.411 0.408142999
"320" 1 "T5" "P26" 26 "X25" "A91" "C3" "Compound" 0.652 0.408265498
"321" 1 "T3" "P23" 23 "X1" "P128A.112" "Control" "Control" 0.575 0.408961593
"322" 1 "T4" "P20" 20 "X80" "P58" "C3" "Compound" 0.958 0.409226826
"323" 1 "T2" "P22" 22 "X31" "P115" "C3" "Compound" 0.678 0.40942029
"324" 1 "T1" "P24" 24 "X37" "P129" "C4" "Compound" 0.461 0.409777778
"325" 1 "T4" "P7" 7 "X49" "P28" "Control" "Control" 0.153 0.411290323
"326" 1 "T2" "P23" 23 "X45" "P129" "Blank" "Blank" 0.731 0.411599099
"327" 1 "T5" "P30" 30 "X85" "A179A" "C4" "Compound" 0.398 0.412435233
"328" 1 "T4" "P16" 16 "X82" "A143" "C4" "Compound" 0.113 0.413919414
"329" 1 "T4" "P15" 15 "X56" "A115" "Control" "Control" 0.407 0.414460285
"330" 1 "T2" "P26" 26 "X93" "A111" "Blank" "Blank" 0.284 0.41459854
"331" 1 "T1" "P20" 20 "X26" "A186" "C3" "Compound" 0.424 0.41609421
"332" 1 "T4" "P19" 19 "X61" "A179A" "C1" "Compound" 0.714 0.42
"333" 1 "T6" "P29" 29 "X55" "A157A.2" "Control" "Control" 0.264 0.421052632
"334" 1 "T5" "P29" 29 "X59" "A151A" "C1" "Compound" 0.179 0.421176471
"335" 1 "T3" "P21" 21 "X56" "P98B" "Control" "Control" 0.437 0.421407907
"336" 1 "T5" "P22" 22 "X1" "P128A.112" "Control" "Control" 0.593 0.421763869
"337" 1 "T2" "P7" 7 "X74" "A175" "C3" "Compound" 0.64 0.4218853
"338" 1 "T6" "P26" 26 "X25" "A91" "C3" "Compound" 0.674 0.422041327
"339" 1 "T2" "P27" 27 "X79" "A245" "C3" "Compound" 0.335 0.422446406
"340" 1 "T2" "P3" 3 "X3" "A92A.231" "Control" "Control" 0.606 0.424072778
"341" 1 "T5" "P29" 29 "X55" "A157A.2" "Control" "Control" 0.266 0.424242424
"342" 1 "T1" "P27" 27 "X8" "A100" "Control" "Control" 0.466 0.427522936
"343" 1 "T2" "P3" 3 "X55" "A112B" "Control" "Control" 0.387 0.428097345
"344" 1 "T6" "P21" 21 "X80" "P98B" "C3" "Compound" 0.438 0.42983317
"345" 1 "T6" "P23" 23 "X37" "P129" "C4" "Compound" 0.484 0.430222222
"346" 1 "T1" "P28" 28 "X7" "A138A" "Control" "Control" 0.412 0.430512017
"347" 1 "T4" "P16" 16 "X81" "A141" "C4" "Compound" 0.109 0.43083004
"348" 1 "T2" "P7" 7 "X63" "A180A" "C1" "Compound" 0.588 0.432352941
"349" 1 "T3" "P23" 23 "X13" "P129" "C1" "Compound" 0.628 0.434001382
"350" 1 "T2" "P3" 3 "X19" "A92A.231" "C2" "Compound" 0.437 0.434825871
"351" 1 "T4" "P18" 18 "X87" "A157A.2" "C4" "Compound" 0.286 0.43597561
"352" 1 "T2" "P7" 7 "X75" "A176" "C3" "Compound" 0.625 0.436147941
"353" 1 "T6" "P26" 26 "X45" "A92B" "Blank" "Blank" 0.683 0.437820513
"354" 1 "T1" "P2" 2 "X55" "A112B" "Control" "Control" 0.396 0.438053097
"355" 1 "T4" "P23" 23 "X79" "P127" "C3" "Compound" 0.795 0.438499724
"356" 1 "T1" "P20" 20 "X55" "P57" "Control" "Control" 0.402 0.439344262
"357" 1 "T2" "P21" 21 "X25" "P81" "C3" "Compound" 0.446 0.441147379
"358" 1 "T6" "P36" 36 "X18" "P142" "C2" "Compound" 0.211 0.441422594
"359" 1 "T1" "P36" 36 "X7" "P147" "Control" "Control" 0.332 0.44207723
"360" 1 "T5" "P19" 19 "X31" "P67" "C3" "Compound" 0.455 0.442176871
"361" 1 "T1" "P2" 2 "X13" "A92B" "C1" "Compound" 0.773 0.442726231
"362" 1 "T3" "P22" 22 "X33" "P145A" "C4" "Compound" 0.37 0.443645084
"363" 1 "T1" "P2" 2 "X15" "A99A" "C1" "Compound" 0.81 0.443835616
"364" 1 "T2" "P4" 4 "X80" "A270" "C3" "Compound" 0.119 0.444029851
"365" 1 "T5" "P29" 29 "X44" "P234" "Blank" "Blank" 0.492 0.444043321
"366" 1 "T1" "P24" 24 "X9" "P128A.112" "C1" "Compound" 0.551 0.444713479
"367" 1 "T5" "P22" 22 "X44" "P128B" "Blank" "Blank" 0.529 0.44491169
"368" 1 "T4" "P31" 31 "X52" "A178" "Control" "Control" 0.172 0.445595855
"369" 1 "T5" "P16" 16 "X17" "P183B" "C2" "Compound" 0.354 0.445843829
"370" 1 "T2" "P20" 20 "X61" "P74B" "C1" "Compound" 0.285 0.44600939
"371" 1 "T3" "P20" 20 "X67" "P72" "C2" "Compound" 1.043 0.447063866
"372" 1 "T5" "P26" 26 "X45" "A92B" "Blank" "Blank" 0.701 0.449358974
"373" 1 "T1" "P23" 23 "X91" "P120" "Blank" "Blank" 0.441 0.449541284
"374" 1 "T4" "P30" 30 "X7" "P271" "Control" "Control" 0.352 0.451282051
"375" 1 "T1" "P6" 6 "X79" "A180A" "C3" "Compound" 0.776 0.451688009
"376" 1 "T6" "P26" 26 "X81" "A102" "C4" "Compound" 0.594 0.452743902
"377" 1 "T2" "P23" 23 "X57" "P136" "C1" "Compound" 0.446 0.454638124
"378" 1 "T6" "P23" 23 "X57" "P136" "C1" "Compound" 0.446 0.454638124
"379" 1 "T1" "P4" 4 "X8" "A341A" "Control" "Control" 0.459 0.454905847
"380" 1 "T3" "P26" 26 "X8" "A100" "Control" "Control" 0.496 0.455045872
"381" 1 "T4" "P7" 7 "X12" "P101" "C1" "Compound" 0.113 0.455645161
"382" 1 "T5" "P18" 18 "X70" "P56" "C2" "Compound" 0.375 0.45620438
"383" 1 "T5" "P16" 16 "X14" "P270" "C1" "Compound" 0.382 0.456937799
"384" 1 "T6" "P26" 26 "X9" "A91" "C1" "Compound" 0.73 0.457393484
"385" 1 "T2" "P5" 5 "X25" "A289" "C3" "Compound" 1.343 0.457425068
"386" 1 "T5" "P22" 22 "X13" "P129" "C1" "Compound" 0.663 0.458189357
"387" 1 "T2" "P7" 7 "X51" "A176" "Control" "Control" 0.324 0.458274399
"388" 1 "T5" "P18" 18 "X9" "A182" "C1" "Compound" 0.232 0.458498024
"389" 1 "T4" "P24" 24 "X1" "P128A.112" "Control" "Control" 0.645 0.458748222
"390" 1 "T2" "P5" 5 "X43" "A334" "Blank" "Blank" 0.927 0.458910891
"391" 1 "T2" "P3" 3 "X43" "A92A.231" "Blank" "Blank" 0.543 0.459390863
"392" 1 "T6" "P7" 7 "X12" "P101" "C1" "Compound" 0.114 0.459677419
"393" 1 "T2" "P7" 7 "X79" "A180A" "C3" "Compound" 0.791 0.460419092
"394" 1 "T2" "P3" 3 "X13" "A92B" "C1" "Compound" 0.804 0.4604811
"395" 1 "T4" "P33" 33 "X80" "P78" "C3" "Compound" 0.358 0.460746461
"396" 1 "T5" "P18" 18 "X8" "P108" "Control" "Control" 0.237 0.461988304
"397" 1 "T6" "P22" 22 "X55" "P127" "Control" "Control" 0.851 0.462248778
"398" 1 "T4" "P14" 14 "X94" "A69" "Blank" "Blank" 0.417 0.462305987
"399" 1 "T5" "P7" 7 "X12" "P101" "C1" "Compound" 0.115 0.463709677
"400" 1 "T3" "P26" 26 "X45" "A92B" "Blank" "Blank" 0.724 0.464102564
"401" 1 "T6" "P22" 22 "X91" "P120" "Blank" "Blank" 0.457 0.465851172
"402" 1 "T5" "P18" 18 "X80" "P58" "C3" "Compound" 1.092 0.466467322
"403" 1 "T5" "P20" 20 "X25" "P81" "C3" "Compound" 0.472 0.466864491
"404" 1 "T5" "P7" 7 "X52" "P54" "Control" "Control" 0.195 0.467625899
"405" 1 "T2" "P6" 6 "X87" "A157A.2" "C4" "Compound" 0.362 0.467700258
"406" 1 "T3" "P7" 7 "X12" "P101" "C1" "Compound" 0.116 0.467741935
"407" 1 "T1" "P21" 21 "X19" "P61" "C2" "Compound" 0.384 0.468292683
"408" 1 "T6" "P29" 29 "X44" "P234" "Blank" "Blank" 0.519 0.468411552
"409" 1 "T5" "P18" 18 "X10" "A186" "C1" "Compound" 0.254 0.468634686
"410" 1 "T5" "P18" 18 "X20" "P101" "C2" "Compound" 0.532 0.468722467
"411" 1 "T2" "P22" 22 "X33" "P145A" "C4" "Compound" 0.391 0.46882494
"412" 1 "T5" "P26" 26 "X9" "A91" "C1" "Compound" 0.749 0.469298246
"413" 1 "T2" "P27" 27 "X73" "A141" "C3" "Compound" 0.225 0.469728601
"414" 1 "T6" "P27" 27 "X73" "A141" "C3" "Compound" 0.225 0.469728601
"415" 1 "T2" "P23" 23 "X1" "P128A.112" "Control" "Control" 0.662 0.47083926
"416" 1 "T1" "P25" 25 "X94" "P155" "Blank" "Blank" 0.178 0.470899471
"417" 1 "T6" "P20" 20 "X43" "P61" "Blank" "Blank" 0.711 0.471798275
"418" 1 "T6" "P20" 20 "X31" "P67" "C3" "Compound" 0.488 0.474246842
"419" 1 "T2" "P4" 4 "X38" "A125" "C4" "Compound" 0.6 0.474683544
"420" 1 "T6" "P21" 21 "X56" "P98B" "Control" "Control" 0.493 0.475409836
"421" 1 "T2" "P8" 8 "X12" "P101" "C1" "Compound" 0.118 0.475806452
"422" 1 "T2" "P30" 30 "X94" "A179B" "Blank" "Blank" 0.248 0.476923077
"423" 1 "T5" "P18" 18 "X69" "P55" "C2" "Compound" 0.386 0.477132262
"424" 1 "T3" "P26" 26 "X81" "A102" "C4" "Compound" 0.626 0.477134146
"425" 1 "T3" "P27" 27 "X73" "A141" "C3" "Compound" 0.229 0.478079332
"426" 1 "T2" "P23" 23 "X20" "P128B" "C2" "Compound" 0.649 0.478613569
"427" 1 "T5" "P13" 13 "X92" "A110A" "Blank" "Blank" 0.731 0.479030144
"428" 1 "T2" "P19" 19 "X82" "P41" "C4" "Compound" 0.495 0.479186834
"429" 1 "T6" "P23" 23 "X20" "P128B" "C2" "Compound" 0.65 0.479351032
"430" 1 "T1" "P20" 20 "X14" "P104" "C1" "Compound" 0.493 0.480038948
"431" 1 "T3" "P23" 23 "X57" "P136" "C1" "Compound" 0.471 0.480122324
"432" 1 "T4" "P15" 15 "X74" "A107" "C3" "Compound" 0.221 0.480434783
"433" 1 "T1" "P19" 19 "X37" "A169A" "C4" "Compound" 0.491 0.481372549
"434" 1 "T3" "P23" 23 "X37" "P129" "C4" "Compound" 0.542 0.481777778
"435" 1 "T1" "P5" 5 "X79" "A157A.2" "C3" "Compound" 0.236 0.482617587
"436" 1 "T4" "P15" 15 "X44" "A92A.22" "Blank" "Blank" 0.658 0.484536082
"437" 1 "T2" "P7" 7 "X49" "A174" "Control" "Control" 0.141 0.484536082
"438" 1 "T4" "P20" 20 "X68" "P54" "C2" "Compound" 1.033 0.486117647
"439" 1 "T3" "P26" 26 "X93" "A111" "Blank" "Blank" 0.333 0.486131387
"440" 1 "T4" "P24" 24 "X37" "P129" "C4" "Compound" 0.547 0.486222222
"441" 1 "T5" "P18" 18 "X7" "P106" "Control" "Control" 0.247 0.487179487
"442" 1 "T1" "P8" 8 "X72" "P58" "C2" "Compound" 0.193 0.487373737
"443" 1 "T2" "P20" 20 "X19" "P61" "C2" "Compound" 0.401 0.48902439
"444" 1 "T1" "P2" 2 "X63" "A112B" "C1" "Compound" 1.07 0.489702517
"445" 1 "T2" "P22" 22 "X13" "P113" "C1" "Compound" 0.435 0.489864865
"446" 1 "T1" "P4" 4 "X7" "A340B" "Control" "Control" 0.403 0.49026764
"447" 1 "T6" "P19" 19 "X67" "P50" "C2" "Compound" 0.79 0.490378647
"448" 1 "T1" "P5" 5 "X62" "A157A.1" "C1" "Compound" 0.555 0.491585474
"449" 1 "T5" "P19" 19 "X85" "P74B" "C4" "Compound" 0.373 0.494039735
"450" 1 "T4" "P27" 27 "X45" "A92B" "Blank" "Blank" 0.771 0.494230769
"451" 1 "T6" "P23" 23 "X44" "P128B" "Blank" "Blank" 0.588 0.494533221
"452" 1 "T5" "P7" 7 "X49" "P28" "Control" "Control" 0.185 0.497311828
"453" 1 "T1" "P5" 5 "X65" "A148A" "C2" "Compound" 0.578 0.497846684
"454" 1 "T2" "P7" 7 "X33" "A159" "C4" "Compound" 0.388 0.499356499
"455" 1 "T3" "P27" 27 "X79" "A245" "C3" "Compound" 0.396 0.499369483
"456" 1 "T5" "P13" 13 "X80" "A115" "C3" "Compound" 0.914 0.499453552
"457" 1 "T2" "P20" 20 "X73" "P70" "C3" "Compound" 0.432 0.5
"458" 1 "T1" "P5" 5 "X80" "A157B" "C3" "Compound" 0.231 0.5
"459" 1 "T1" "P30" 30 "X56" "A157B" "Control" "Control" 0.444 0.501128668
"460" 1 "T4" "P20" 20 "X14" "P104" "C1" "Compound" 0.515 0.501460565
"461" 1 "T2" "P23" 23 "X13" "P129" "C1" "Compound" 0.726 0.501727713
"462" 1 "T2" "P20" 20 "X85" "P74B" "C4" "Compound" 0.379 0.501986755
"463" 1 "T4" "P7" 7 "X52" "P54" "Control" "Control" 0.21 0.503597122
"464" 1 "T2" "P27" 27 "X7" "A138A" "Control" "Control" 0.482 0.503657262
"465" 1 "T3" "P21" 21 "X25" "P81" "C3" "Compound" 0.51 0.504451039
"466" 1 "T3" "P22" 22 "X31" "P115" "C3" "Compound" 0.836 0.504830918
"467" 1 "T1" "P2" 2 "X45" "A92B" "Blank" "Blank" 0.35 0.505050505
"468" 1 "T5" "P21" 21 "X91" "P120" "Blank" "Blank" 0.497 0.506625892
"469" 1 "T5" "P22" 22 "X25" "P128A.112" "C3" "Compound" 0.995 0.507653061
"470" 1 "T6" "P7" 7 "X51" "P50" "Control" "Control" 0.225 0.507900677
"471" 1 "T3" "P20" 20 "X73" "P70" "C3" "Compound" 0.441 0.510416667
"472" 1 "T5" "P26" 26 "X81" "A102" "C4" "Compound" 0.67 0.510670732
"473" 1 "T2" "P30" 30 "X93" "A179A" "Blank" "Blank" 0.287 0.5125
"474" 1 "T4" "P20" 20 "X2" "A186" "Control" "Control" 0.743 0.512767426
"475" 1 "T1" "P25" 25 "X95" "P160" "Blank" "Blank" 0.16 0.512820513
"476" 1 "T4" "P17" 17 "X59" "A343A" "C1" "Compound" 0.235 0.513100437
"477" 1 "T5" "P18" 18 "X14" "P104" "C1" "Compound" 0.527 0.513145083
"478" 1 "T3" "P23" 23 "X20" "P128B" "C2" "Compound" 0.696 0.513274336
"479" 1 "T4" "P16" 16 "X26" "A119B" "C3" "Compound" 1.032 0.513432836
"480" 1 "T6" "P22" 22 "X19" "P110" "C2" "Compound" 0.8 0.514800515
"481" 1 "T3" "P27" 27 "X7" "A138A" "Control" "Control" 0.493 0.515151515
"482" 1 "T5" "P20" 20 "X37" "P9" "C4" "Compound" 0.439 0.515258216
"483" 1 "T6" "P7" 7 "X49" "P28" "Control" "Control" 0.192 0.516129032
"484" 1 "T4" "P15" 15 "X73" "A102" "C3" "Compound" 0.218 0.516587678
"485" 1 "T5" "P27" 27 "X73" "A141" "C3" "Compound" 0.248 0.517745303
"486" 1 "T2" "P26" 26 "X82" "A107" "C4" "Compound" 0.623 0.517871987
"487" 1 "T5" "P14" 14 "X26" "A119B" "C3" "Compound" 1.042 0.51840796
"488" 1 "T2" "P4" 4 "X79" "A245" "C3" "Compound" 0.125 0.518672199
"489" 1 "T5" "P22" 22 "X79" "P140C.1" "C3" "Compound" 0.65 0.522088353
"490" 1 "T1" "P24" 24 "X11" "P128A.22" "C1" "Compound" 0.388 0.522207268
"491" 1 "T6" "P29" 29 "X59" "A151A" "C1" "Compound" 0.222 0.522352941
"492" 1 "T5" "P30" 30 "X11" "A161" "C1" "Compound" 0.255 0.523613963
"493" 1 "T4" "P24" 24 "X9" "P128A.112" "C1" "Compound" 0.649 0.523809524
"494" 1 "T2" "P7" 7 "X64" "Control_Neg" "C1" "Compound" 0.519 0.524242424
"495" 1 "T4" "P19" 19 "X26" "A160" "C3" "Compound" 0.516 0.524390244
"496" 1 "T5" "P12" 12 "X68" "A55" "C2" "Compound" 0.45 0.524475524
"497" 1 "T1" "P1" 1 "X25" "A3" "C3" "Compound" 0.485 0.524891775
"498" 1 "T4" "P20" 20 "X26" "A186" "C3" "Compound" 0.535 0.525024534
"499" 1 "T1" "P1" 1 "X32" "A35" "C3" "Compound" 0.261 0.525150905
"500" 1 "T1" "P6" 6 "X75" "A178" "C3" "Compound" 0.395 0.525965379
"501" 1 "T2" "P23" 23 "X79" "P140C.1" "C3" "Compound" 0.655 0.526104418
"502" 1 "T6" "P7" 7 "X53" "P55" "Control" "Control" 0.222 0.527315914
"503" 1 "T2" "P21" 21 "X92" "P95" "Blank" "Blank" 0.38 0.529986053
"504" 1 "T6" "P21" 21 "X25" "P81" "C3" "Compound" 0.536 0.53016815
"505" 1 "T1" "P2" 2 "X19" "A92A.231" "C2" "Compound" 0.533 0.530348259
"506" 1 "T1" "P27" 27 "X82" "A107" "C4" "Compound" 0.64 0.532003325
"507" 1 "T1" "P5" 5 "X81" "A148A" "C4" "Compound" 0.222 0.533653846
"508" 1 "T2" "P30" 30 "X87" "A180A" "C4" "Compound" 0.26 0.533880903
"509" 1 "T1" "P20" 20 "X58" "P41" "C1" "Compound" 0.439 0.53406326
"510" 1 "T2" "P3" 3 "X15" "A99A" "C1" "Compound" 0.977 0.535342466
"511" 1 "T5" "P18" 18 "X2" "A186" "Control" "Control" 0.776 0.535541753
"512" 1 "T6" "P27" 27 "X75" "A144" "C3" "Compound" 0.223 0.536057692
"513" 1 "T3" "P7" 7 "X49" "P28" "Control" "Control" 0.2 0.537634409
"514" 1 "T1" "P2" 2 "X4" "A92A.22" "Control" "Control" 0.489 0.537953795
"515" 1 "T4" "P19" 19 "X62" "A179B" "C1" "Compound" 0.759 0.540983607
"516" 1 "T2" "P3" 3 "X73" "A102" "C3" "Compound" 0.236 0.541284404
"517" 1 "T4" "P21" 21 "X19" "P61" "C2" "Compound" 0.445 0.542682927
"518" 1 "T2" "P6" 6 "X7" "P271" "Control" "Control" 0.33 0.542763158
"519" 1 "T1" "P28" 28 "X79" "A245" "C3" "Compound" 0.431 0.543505675
"520" 1 "T4" "P23" 23 "X57" "P118A" "C1" "Compound" 0.44 0.543881335
"521" 1 "T2" "P7" 7 "X27" "A161" "C3" "Compound" 0.753 0.544862518
"522" 1 "T1" "P19" 19 "X74" "A175" "C3" "Compound" 0.602 0.545289855
"523" 1 "T5" "P16" 16 "X37" "P266" "C4" "Compound" 0.456 0.545454545
"524" 1 "T5" "P12" 12 "X19" "A17A" "C2" "Compound" 0.803 0.547002725
"525" 1 "T5" "P18" 18 "X11" "A187" "C1" "Compound" 0.256 0.550537634
"526" 1 "T6" "P19" 19 "X26" "A186" "C3" "Compound" 0.561 0.550539745
"527" 1 "T3" "P22" 22 "X13" "P113" "C1" "Compound" 0.489 0.550675676
"528" 1 "T1" "P3" 3 "X86" "A226C" "C4" "Compound" 0.766 0.551475882
"529" 1 "T2" "P26" 26 "X21" "A92B" "C2" "Compound" 0.506 0.552401747
"530" 1 "T4" "P23" 23 "X7" "P115" "Control" "Control" 1.046 0.554025424
"531" 1 "T5" "P13" 13 "X8" "A100" "Control" "Control" 1.201 0.555247342
"532" 1 "T2" "P22" 22 "X55" "P127" "Control" "Control" 1.023 0.555676263
"533" 1 "T2" "P23" 23 "X19" "P128A.22" "C2" "Compound" 0.563 0.555774926
"534" 1 "T2" "P21" 21 "X26" "P87" "C3" "Compound" 0.437 0.555979644
"535" 1 "T3" "P19" 19 "X26" "A186" "C3" "Compound" 0.567 0.55642787
"536" 1 "T2" "P8" 8 "X27" "A187" "C3" "Compound" 0.359 0.556589147
"537" 1 "T1" "P5" 5 "X16" "A147" "C1" "Compound" 0.461 0.556763285
"538" 1 "T1" "P2" 2 "X91" "A109A" "Blank" "Blank" 0.484 0.556962025
"539" 1 "T1" "P21" 21 "X61" "P74B" "C1" "Compound" 0.356 0.557120501
"540" 1 "T1" "P27" 27 "X93" "A111" "Blank" "Blank" 0.382 0.557664234
"541" 1 "T3" "P7" 7 "X52" "P54" "Control" "Control" 0.233 0.558752998
"542" 1 "T4" "P19" 19 "X73" "A174" "C3" "Compound" 0.751 0.559612519
"543" 1 "T5" "P22" 22 "X20" "P128B" "C2" "Compound" 0.759 0.559734513
"544" 1 "T1" "P27" 27 "X21" "A92B" "C2" "Compound" 0.513 0.560043668
"545" 1 "T6" "P26" 26 "X82" "A107" "C4" "Compound" 0.674 0.560266002
"546" 1 "T2" "P19" 19 "X26" "A186" "C3" "Compound" 0.572 0.561334642
"547" 1 "T6" "P27" 27 "X74" "A143" "C3" "Compound" 0.234 0.5625
"548" 1 "T1" "P8" 8 "X53" "P55" "Control" "Control" 0.237 0.562945368
"549" 1 "T4" "P21" 21 "X31" "P67" "C3" "Compound" 0.581 0.56462585
"550" 1 "T2" "P27" 27 "X67" "A144" "C2" "Compound" 0.477 0.565836299
"551" 1 "T5" "P27" 27 "X79" "A245" "C3" "Compound" 0.449 0.566204288
"552" 1 "T2" "P20" 20 "X13" "P65" "C1" "Compound" 0.34 0.566666667
"553" 1 "T3" "P22" 22 "X91" "P120" "Blank" "Blank" 0.556 0.566768603
"554" 1 "T1" "P5" 5 "X82" "A148B" "C4" "Compound" 0.246 0.566820276
"555" 1 "T3" "P27" 27 "X74" "A143" "C3" "Compound" 0.236 0.567307692
"556" 1 "T5" "P16" 16 "X25" "P183B" "C3" "Compound" 0.774 0.567865004
"557" 1 "T2" "P30" 30 "X92" "A178" "Blank" "Blank" 0.296 0.569230769
"558" 1 "T1" "P5" 5 "X63" "A157A.2" "C1" "Compound" 0.706 0.569354839
"559" 1 "T6" "P19" 19 "X2" "A186" "Control" "Control" 0.825 0.569358178
"560" 1 "T4" "P18" 18 "X14" "P270" "C1" "Compound" 0.477 0.570574163
"561" 1 "T1" "P8" 8 "X51" "P50" "Control" "Control" 0.253 0.571106095
"562" 1 "T5" "P36" 36 "X7" "P147" "Control" "Control" 0.429 0.571238349
"563" 1 "T2" "P22" 22 "X79" "P127" "C3" "Compound" 1.036 0.571428571
"564" 1 "T2" "P21" 21 "X21" "P9" "C2" "Compound" 0.39 0.572687225
"565" 1 "T1" "P21" 21 "X55" "P77" "Control" "Control" 0.427 0.573154362
"566" 1 "T2" "P13" 13 "X59" "P152" "C1" "Compound" 0.278 0.573195876
"567" 1 "T5" "P29" 29 "X57" "A148A" "C1" "Compound" 0.193 0.576119403
"568" 1 "T2" "P5" 5 "X59" "A343A" "C1" "Compound" 0.363 0.576190476
"569" 1 "T2" "P8" 8 "X61" "P55" "C1" "Compound" 0.282 0.576687117
"570" 1 "T5" "P12" 12 "X70" "A69" "C2" "Compound" 0.466 0.576732673
"571" 1 "T2" "P21" 21 "X57" "P92" "C1" "Compound" 0.396 0.577259475
"572" 1 "T3" "P21" 21 "X92" "P95" "Blank" "Blank" 0.414 0.577405858
"573" 1 "T4" "P15" 15 "X31" "A99A" "C3" "Compound" 0.472 0.577723378
"574" 1 "T4" "P27" 27 "X8" "A100" "Control" "Control" 0.631 0.578899083
"575" 1 "T2" "P23" 23 "X21" "P129" "C2" "Compound" 0.577 0.579899497
"576" 1 "T6" "P27" 27 "X7" "A138A" "Control" "Control" 0.555 0.579937304
"577" 1 "T4" "P23" 23 "X91" "P120" "Blank" "Blank" 0.571 0.582059123
"578" 1 "T2" "P3" 3 "X91" "A109A" "Blank" "Blank" 0.506 0.582278481
"579" 1 "T1" "P28" 28 "X19" "A120" "C2" "Compound" 0.366 0.582802548
"580" 1 "T4" "P22" 22 "X80" "P98B" "C3" "Compound" 0.594 0.582924436
"581" 1 "T5" "P22" 22 "X11" "P128A.22" "C1" "Compound" 0.434 0.584118439
"582" 1 "T1" "P23" 23 "X43" "P110" "Blank" "Blank" 0.592 0.584980237
"583" 1 "T5" "P21" 21 "X80" "P128A.111" "C3" "Compound" 0.422 0.585298197
"584" 1 "T4" "P24" 24 "X13" "P129" "C1" "Compound" 0.847 0.585348998
"585" 1 "T1" "P19" 19 "X62" "A179B" "C1" "Compound" 0.822 0.585887384
"586" 1 "T5" "P27" 27 "X7" "A138A" "Control" "Control" 0.561 0.586206897
"587" 1 "T5" "P26" 26 "X8" "A100" "Control" "Control" 0.639 0.586238532
"588" 1 "T1" "P20" 20 "X50" "P41" "Control" "Control" 0.529 0.587125416
"589" 1 "T4" "P20" 20 "X56" "P58" "Control" "Control" 0.908 0.587702265
"590" 1 "T1" "P24" 24 "X45" "P129" "Blank" "Blank" 1.044 0.587837838
"591" 1 "T5" "P12" 12 "X95" "A69B" "Blank" "Blank" 0.47 0.588972431
"592" 1 "T2" "P27" 27 "X75" "A190" "C3" "Compound" 0.259 0.589977221
"593" 1 "T6" "P23" 23 "X21" "P129" "C2" "Compound" 0.589 0.591959799
"594" 1 "T2" "P26" 26 "X11" "A92A.231" "C1" "Compound" 0.548 0.592432432
"595" 1 "T2" "P23" 23 "X37" "P129" "C4" "Compound" 0.667 0.592888889
"596" 1 "T4" "P22" 22 "X32" "P91C" "C3" "Compound" 0.367 0.592891761
"597" 1 "T2" "P7" 7 "X62" "A179B" "C1" "Compound" 0.537 0.593370166
"598" 1 "T2" "P21" 21 "X20" "P89" "C2" "Compound" 0.501 0.59430605
"599" 1 "T1" "P27" 27 "X44" "A92A.22" "Blank" "Blank" 0.464 0.594871795
"600" 1 "T1" "P24" 24 "X20" "P128B" "C2" "Compound" 0.807 0.595132743
"601" 1 "T1" "P23" 23 "X25" "P145A" "C3" "Compound" 0.443 0.595430108
"602" 1 "T4" "P23" 23 "X31" "P115" "C3" "Compound" 0.988 0.596618357
"603" 1 "T6" "P27" 27 "X75" "A190" "C3" "Compound" 0.262 0.596810934
"604" 1 "T1" "P23" 23 "X67" "P120" "C2" "Compound" 0.601 0.596822244
"605" 1 "T1" "P4" 4 "X32" "A341A" "C3" "Compound" 0.405 0.597345133
"606" 1 "T2" "P21" 21 "X81" "P92" "C4" "Compound" 0.315 0.598859316
"607" 1 "T3" "P22" 22 "X55" "P127" "Control" "Control" 1.104 0.59967409
"608" 1 "T6" "P19" 19 "X55" "P57" "Control" "Control" 0.549 0.6
"609" 1 "T2" "P23" 23 "X59" "P139A" "C1" "Compound" 0.455 0.600263852
"610" 1 "T6" "P27" 27 "X79" "A245" "C3" "Compound" 0.477 0.601513241
