"Species" "Metabolite" "log2foldchange" "p.value" "SignPval" "p.ajust" "SignPajus"
"189" "LA7339" "X189" -0.032910294597468 0.253902758681661 "NoSignificant" 0.518468066251013 "NoSignificant"
"190" "LA7339" "X190" -0.0514510898395013 0.0833703028593206 "NoSignificant" 0.470573454842811 "NoSignificant"
"191" "LA7339" "X191" -0.0030672574632038 0.471095304461038 "NoSignificant" 0.658831668283714 "NoSignificant"
"192" "LA7339" "X192" 0.0017232210104372 0.901498739296106 "NoSignificant" 0.944207861673041 "NoSignificant"
"193" "LA7339" "X193" -0.0270764388383622 0.404996447550628 "NoSignificant" 0.613917884272994 "NoSignificant"
"194" "LA7339" "X194" -0.00462940404045709 0.500799734784318 "NoSignificant" 0.680770156946641 "NoSignificant"
"195" "LA7339" "X195" -0.037676039537732 0.038365434720123 "q < 0.05" 0.470573454842811 "NoSignificant"
"196" "LA7339" "X196" -0.0436316498997438 0.436609679996129 "NoSignificant" 0.634348511091906 "NoSignificant"
"197" "LA7339" "X197" -0.193442066697225 0.00621622033541269 "q < 0.05" 0.470573454842811 "NoSignificant"
"198" "LA7339" "X198" 0.0229559404388886 0.538287810626075 "NoSignificant" 0.70698735859092 "NoSignificant"
"199" "LA7339" "X199" -0.0102506339883646 0.214005953615251 "NoSignificant" 0.497688137288535 "NoSignificant"
"200" "LA7339" "X200" -0.101121058937696 0.053747675791422 "NoSignificant" 0.470573454842811 "NoSignificant"
"201" "LA7339" "X201" 0.037250639667274 0.229681289030968 "NoSignificant" 0.507112921517046 "NoSignificant"
"202" "LA7339" "X202" -0.0140423675959673 0.638121300420782 "NoSignificant" 0.776716009147122 "NoSignificant"
"203" "LA7339" "X203" -0.0431104576360415 0.0610167829026947 "NoSignificant" 0.470573454842811 "NoSignificant"
"204" "LA7339" "X204" -0.0120420521054889 0.406482954593828 "NoSignificant" 0.614863408262651 "NoSignificant"
"205" "LA7339" "X205" -0.0358091803949523 0.0546383762817781 "NoSignificant" 0.470573454842811 "NoSignificant"
"206" "LA7339" "X206" -0.0240906722788261 0.196413104658509 "NoSignificant" 0.489467036311251 "NoSignificant"
"207" "LA7339" "X207" -0.0320281046064301 0.135915482435477 "NoSignificant" 0.470573454842811 "NoSignificant"
"208" "LA7339" "X208" -0.0541073297834247 0.257600691427654 "NoSignificant" 0.52005952005366 "NoSignificant"
"209" "LA7339" "X209" -0.0181083380864147 0.640540887031152 "NoSignificant" 0.778778989202112 "NoSignificant"
"210" "LA7339" "X210" -0.0368977062538782 0.0103976957865475 "q < 0.05" 0.470573454842811 "NoSignificant"
"211" "LA7339" "X211" -0.0368977062538782 0.0103976957865475 "q < 0.05" 0.470573454842811 "NoSignificant"
"212" "LA7339" "X212" -0.0460369965872736 0.0243435856939128 "q < 0.05" 0.470573454842811 "NoSignificant"
"213" "LA7339" "X213" -0.00190997473134047 0.67386160328261 "NoSignificant" 0.801317497845585 "NoSignificant"
"214" "LA7339" "X214" 0.0018347780017276 0.954656161240781 "NoSignificant" 0.974318629246839 "NoSignificant"
"215" "LA7339" "X215" -0.00096698600407974 0.775189686849688 "NoSignificant" 0.868474329436541 "NoSignificant"
"216" "LA7339" "X216" -0.00945998421779448 0.785809415393768 "NoSignificant" 0.875640805831404 "NoSignificant"
"217" "LA7339" "X217" -0.0142072305325733 0.509519206750935 "NoSignificant" 0.687155954696876 "NoSignificant"
"218" "LA7339" "X218" 0.0894834467751333 0.13013064547744 "NoSignificant" 0.470573454842811 "NoSignificant"
"219" "LA7339" "X219" -0.0152250029129584 0.0271198766816027 "q < 0.05" 0.470573454842811 "NoSignificant"
"220" "LA7339" "X220" -0.0152268576999526 0.0271198778495156 "q < 0.05" 0.470573454842811 "NoSignificant"
"221" "LA7339" "X221" -0.0133457674627868 0.0633860633566652 "NoSignificant" 0.470573454842811 "NoSignificant"
"222" "LA7339" "X222" -0.0318208260756343 0.0521761263035833 "NoSignificant" 0.470573454842811 "NoSignificant"
"223" "LA7339" "X223" -0.0185089752865779 0.560874414827448 "NoSignificant" 0.723345101296486 "NoSignificant"
"224" "LA7339" "X224" 0.0532881669624974 0.0954576279790484 "NoSignificant" 0.470573454842811 "NoSignificant"
"225" "LA7339" "X225" 0.023923138254577 0.743528531737377 "NoSignificant" 0.848764704276827 "NoSignificant"
"226" "LA7339" "X226" -0.0578747150137207 0.0633873332780017 "NoSignificant" 0.470573454842811 "NoSignificant"
"227" "LA7339" "X227" -0.0337416624091715 0.33539130441176 "NoSignificant" 0.566689247493826 "NoSignificant"
"228" "LA7339" "X228" -0.136975492202496 0.108497673454427 "NoSignificant" 0.470573454842811 "NoSignificant"
"229" "LA7339" "X229" 0.000803636919374906 0.809701567028262 "NoSignificant" 0.890363467477593 "NoSignificant"
"230" "LA7339" "X230" -0.00946693254344533 0.199979487046868 "NoSignificant" 0.491691432773792 "NoSignificant"
"231" "LA7339" "X231" -0.000832763614071474 0.727424708000154 "NoSignificant" 0.837451144720543 "NoSignificant"
"232" "LA7339" "X232" 0.011475700409993 0.632007042974824 "NoSignificant" 0.772908726731067 "NoSignificant"
"233" "LA7339" "X233" -0.00521133895894366 0.298526664743827 "NoSignificant" 0.545019146771577 "NoSignificant"
"234" "LA7339" "X234" -0.0399724438749507 0.0490725329146891 "q < 0.05" 0.470573454842811 "NoSignificant"
"235" "LA7339" "X235" -0.0467284116686386 0.0241575715819378 "q < 0.05" 0.470573454842811 "NoSignificant"
"236" "LA7339" "X236" 0.0218284396642412 0.432844236408108 "NoSignificant" 0.632012910572145 "NoSignificant"
"237" "LA7339" "X237" -0.0431764090813442 0.0709364643280151 "NoSignificant" 0.470573454842811 "NoSignificant"
"238" "LA7339" "X238" 0.00413056895244379 0.900031721900568 "NoSignificant" 0.943782832712532 "NoSignificant"
"239" "LA7339" "X239" -0.134428036294972 0.121637793125398 "NoSignificant" 0.470573454842811 "NoSignificant"
"240" "LA7339" "X240" -0.0175564963565624 0.194023042610201 "NoSignificant" 0.487730434578477 "NoSignificant"
"241" "LA7339" "X241" -0.0175564963565624 0.194023042610201 "NoSignificant" 0.487730434578477 "NoSignificant"
